,Abstract
182,"Seed germination is important to soybean (Glycine max) growth and development, ultimately affecting soybean yield. A lower seed field emergence has been the main hindrance for breeding soybeans low in phytate. Although this reduction could be overcome by additional breeding and selection, the mechanisms of seed germination in different low phytate mutants remain unknown. In this study, we performed a comparative transcript analysis of two low phytate soybean mutants (TW-1 and TW-1-M), which have the same mutation, a 2 bp deletion in GmMIPS1, but show a significant difference in seed field emergence. Overall design: 18 samples were analyzed in this research, and three replicates were included."
183,"Purpose: This RNA-Seq study aims on elucidate the major trends in the transcriptional profile of soybean embryonic axes during germination. Methods: Soybean seeds were germinated in soaked cotton at 28ºC. In addition to dry seeds, seeds were harvested at 3, 6, 12, 24 hours after imbibition. Then the embryonic axes were separated from the cotyledons for RNA extraction. For each biological sample, 20 seeds were used. Results:  Identification of genes and pathways involved in metabolism, hormone signaling and transcriptional regulation. Overall design: Large-scale analysis of soybean embryonic axis in five time points during germination: dry, 3, 6, 12 and 24 hours after imbibition."
184,Glycine max Transcriptome
185,"This study aimed to investigate genome-wide changes in gene expression of two soybean genotypes following infestation with soybean aphids. Two near isogenic lines carrying either the Rag5 allele for resistance or the rag5 allele for susceptibility were used for this study. After infestation by biotype 2 aphids, transcriptomic changes in soybean leaf tissues over a two-day period (total 4 time points) was studied using Illumina HiSeq and subsequent high-throughput sequencing analysis pipeline."
186,"Plant homeodomain (PHD) finger proteins are 'histone code readers'. They recognize and bind to epigenetically modified histone H3 'tail'. Here we reported that an Alfin1-like soybean protein, GmPHD6, read H3K4me0/1/2 but not H3K4me3 with the N-terminal instead of the PHD finger. GmPHD6 does not possess transcriptional regulatory ability. Through the PHD finger, GmPHD6 interacts with its co-activator, LHP1-1/2. Using a transgenic hairy root system, we demonstrated that over-expression of GmPHD6 improved stress tolerance in transgenic soybean composites. Perhaps due to the excessive amount of LHP1 compared to that of GmPHD6, over-expression of LHP1-1/2 failed to do so. The integrity of the complex is essential in stress response, for the abrogation of DNA binding activity of GmPHD6 or the decrease of LHP1 content leads to stress sensitivity in soybean. GmPHD6 influences expression of dozens of stress-related genes to confer stress tolerance. Among these genes, we identified three direct targets of GmPHD6, ASR (ABA-stress-ripening induced), CYP71A22 (cytochrome P450) and CYP82C4. Our study reveals significant findings in stress response. GmPHD6 and LHP1 are recruited to H3K4me0/1/2 marks, where several stress-related genes may locate in, to form a transcriptional activation complex. GmPHD6 locates target sites through recognizing the G-rich elements in their promoters; LHP1 enhances expression levels of these targets. Genetically engineering of GmPHD6/LHP1 complex should improve stress tolerance in crop plants. Overall design: Three samples were chosen, GmPHD6 over-expression, GmPHD6 RNAi and the control sample (K599).Downstream genes are defined as the common genes that are up-regulated in GmPHD6-OE sample and down-regulated in RNAi sample."
187,"Purpose: The root hair is a model for understanding evolution of individual cell differentiation programs in plants. We compare the expression of the genes that participate in root hair development between Arabidopsis and other vascular plants to assess the conservation/diversification of the root hair development programs in vascular plants. Methods: We used RNA-Seq, in triplicates, to measure the genome-wide transcription activity of the root-hair cells isolated by Fluorescence-activated cell sorting (FACS) in Arabidopsis (COBL9::GFP transgeneic line, AtRH) and rice (EXPA30::GFP transgenic line, OsRH). We also generated RNA-Seq data, in triplicates, on the Arabidopsis rhd6 WER::GFP and WT WER::GFP by FACS to identify the RHD6-regulating root hair morphogenesis genes (AtRHM). For Arabidopsis, rice, tomato, soybean, cucumber and maize, we used RNA-seq, in triplicates, to measure genome-wide transcription activity of root hair cells filtered by sieves after stirred in liquid nitrogen (HAIR genes). Each sample was trimmed to retain high-quality reads, mapped to the reference genome by TopHat, and quantified by Cufflinks. The number of raw reads of Arabidopsis rhd6 WER::GFP and WT WER::GFP sample was counted by HTSeq and analyzed by edgeR to identify the differentially expressed genes. Results: We defined the root-hair transcriptome in diverse vascular plant species and analyzed the relative conservation/divergence in the expression of a large set of gene families. Overall design: RNA-Seq on the FACS isolated root hair-cells of Arabidopsis COBL9::GFP and rice EXPA30::GFP transgenic lines to get the gene expression of the root-hair cells of Arabidopsis and rice. RNA-Seq on the FACS isolated epidermal cells of Arabidopsis rhd6 WER::GFP and WT WER::GFP transgenic lines to identify the RHD6-regulating root hair genes. RNA-Seq on sieve-filtered root hair cells from Arabidopsis, rice, tomato, soybean, cucumber, and maize to define the root-hair transcriptome in diverse angiosperms. Each measurement includes 3 biological replicates."
188,"Soybean plants that do not produce a sink, such as depodded or male sterile plants, exhibit physiological and morphological changes during the reproductive stages, including increased levels of nitrogen and starch in the leaves and a delayed senescence. To identify transcriptional changes that occur in leaves of sink-limited plants, we used RNAseq to compare gene expression levels in trifoliate leaves from depodded and ms6 male sterile plants and control plants. In sink-limited tissues, we observed a deferral of the expression of senescence-associated genes and a continued high expression of genes associated with the maturity phase of leaf development. We identified GO-terms associated with growth and development and storage protein in sink limited tissues. We also identified that the bHLH. ARFs, and SBP transcription factors were expressed in sink limited tissues while the senescing control leaves expressed WRKY and NAC transcription factors.  We identified genes that were not expressed during normal leaf development but highly expressed in sink-limited plants, including the D4 “non-yellowing” gene.  These changes highlighted several metabolic pathways that were involved in distinct modes of resource parttioning in the “stay green” leaves. Overall design: Timecourse gene expression analysis of sink-limited soybean leaves. Gene expression was profiled from R2 growth stage (flowering) until the onset of leaf seenscence, and contrasted between mechanically and genetically sink-limited soybeans."
189,RNA-seq of soybean accessions
190,"Sudden death syndrome (SDS) caused by the fungal pathogen, Fusarium virguliforme, is a major threat to soybean production in North America. There are two major components of this disease: (i) root necrosis and (ii) foliar SDS. Root symptoms consist of root necrosis with vascular discoloration that extends upto several nodes and internodes into the stem. Foliar SDS symptom is characterized by interveinal chlorosis and necrosis in leaves which finally curl and fall off, and in severe cases by flower, pod abscission and immature seed formation. A major toxin involved in initiating foliar SDS has been identified. Nothing is known about how root necrosis develops. In order to unravel the mechanisms used by the pathogen to cause root necrosis, the transcriptome of the pathogen in infected soybean root tissues of a susceptible cultivar (Williams 82) was investigated. The transcriptomes of the germinating conidia and mycelia were also examined. Of the 14,845 predicted F. virguliforme genes, we observed that 12,017 (81%) were expressed in germinating conidial spores and 12,208 (82%) in mycelia and 10,626 (72%) in infected soybean roots. Of the 10,626 genes induced in infected roots, 224 were transcribed only following infection. Expression of several infection-induced genes encoding enzymes with oxidation-reduction properties suggests that degradation of antimicrobial compounds such as the phytoalexin, glyceollin could be important in establishing the biotrophic phase. Enzymes with hydrolytic and catalytic activities could play an important role in the transitioning of the pathogen from biotrophic to necrotrophic phase. Expression of a large number of genes encoding enzymes with catalytic and hydrolytic activities during late infection stage suggests cell wall degradation by some of these enzymes could be involved in root necrosis and establishing the necrotrophic phase in this pathogen. Overall design: RNA-seq data for Fusarium virguliforme Mont-1 germinating conidial spores, mycelia and soybean root tissue 3 and 5 days or 10 and 24 days post water incubation or infection with Fusarium virguliforme Mont-1 conidial spores. Raw data for Fusarium virguliforme Mont-1 germinating conidial spores and mycelia are not available due to server failure."
191,Gene expression of the F1 Hybrids between two soybean parents (NMS4-44-329 and N7103) were compared. Changes in gene expression were correlated with agronomic traits. Overall design: RNA was isolated from leaf matrial harvested from the field in july of 2015. Four replicates were grown at two location in a random complete block design. Each samples is represented from three or four replications form each location
192,Reads were obtained from an RNAseq study examining infection of Rotylenchulus reniformis (reniform nematode) on susceptible soybean. The goal of the study was to identify plant genes involved in the formation of the nematode-induced feeding site to better understand the mechanisms by which reniform nematodes parasitize plant roots.
193,"Breeding for pathogen resistance is an important objective to improve and protect soybean yields. Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by as much as 38%. To date, three dominant BSR resistance genes have been identified: Rbs1, Rbs2, and Rbs3, however the gene networks regulating defense responses to BSR remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To better understand resistance mechanisms, we conducted RNA-Seq of P. gregata infected and mock infected leaf, stem, and root tissues of both a resistant (PI 437970, Rbs3) and a susceptible (Corsoy 79) soybean genotype. Samples were collected one-week post infection. Our bioinformatic analyses focused on treatment, genotype, and treatment by genotype effects on gene expression"
194,"One fascinating aspect of plant pathogen co-evolution is that pathogens use effectors to alter a broad range of host responses. RNA splicing functions in many physiological processes including plant immunity. However, how plant pathogens manipulate host RNA splicing process remains unknown. Here we demonstrate that PsAvr3c, an avirulence effector from oomycete pathogen Phytophthora sojae, physically binds to and stabilizes soybean (Glycine max) serine/arginine/lysine rich proteins GmSRKPs in vivo. SRKP, novel proteins associating with spliceosome components, are plant susceptibility factors against Phytophthora. Furthermore, RNA-seq data uncovers that differential splicing over one thousand soybean mRNA transcripts, including defense related genes, are significantly changed in GmSRKP1 over-expressing lines. Representative splicing events are verified in either infection assay or soybean transient expression assay. Our results demonstrate that plant pathogen utilize effector to reprogram host RNA splicing, uncovering a new strategy evolved by pathogens to defeat host immune system Overall design: Two independent soybean GFP-GmSRKP1 over-expression lines and one GFP control sample"
195,"The soybean (Glycine max) seed coat has distinctive, genetically programmed patterns of pigmentation and the recessive k1 mutation can epistatically overcome the dominant I and i-i alleles, which inhibit seed color by producing small interfering RNAs (siRNAs) targeting chalcone synthase (CHS) mRNAs. Small RNA sequencing of dissected regions of immature seed coats demonstrated that CHS siRNA levels cause the patterns produced by the i-i  and i-k alleles of the I locus, which restrict pigment to the hilum or saddle region of the seed coat, respectively. To identify the K1 locus, we compared RNA-Seq data from dissected regions of two Clark isolines having similar saddle phenotypes mediated by CHS siRNAs but different genotypes (homozygous i-k K1 versus homozygous i-i k1). By examining differentially expressed genes, mapping information, and genome resequencing, we identified a 129-bp deletion in Glyma.11G190900 encoding Argonaute5 (AGO5), a member of the Argonaute family. Amplicon sequencing of several independent saddle pattern mutants from different genetic backgrounds revealed independent lesions affecting AGO5, thus establishing Glyma.11G190900 as the K1 locus. Non-functional AGO5 from k1 alleles leads to altered distributions of CHS siRNAs, thus explaining how the k1 mutation reverses the phenotype of the seed coat regions from yellow to pigmented, even in the presence of the normally dominant I or i-i  alleles. Overall design: Immature seed coats of 100-200 mg with chimeric pigmented phenotypes of Clark 8 (i-k, K1) or Clark 18a (i-i, k1) were separated into the regions destined to become either the black saddle region or the yellow sections.  Extracted mRNAs were subjected to high throughput sequencing and analyzed for expression analyses to determine the genetic differences conferred by the K1 locus or the differences in expression in different dissected regions of the seed coat."
196,"Soybean(Glycine max), the third most cultivated crop, provides an important source of protein and oil to humans and animals worldwide. As a typical dicotyledon, soybean root architecture is taproot system. Soybean root growth and response to environmental cues are important factor for maintaining crop yields. As a common and efficient method, application of plant growth regulators can manipulate plant growth and yield. Uniconazole, a plant growth retardant, has been extensively applied in plants to increase tolerance and improve quality. In this study, we studied the effect of uniconazole treatment on root of Glycine max by genome-wide transcriptome. This research elucidated the complex mechanism of uniconazole treatment."
197,Explore differentially expressed genes between Glycine max (Suinong 14) and Glycine soja (ZYD00006) during pod development.
198,To Understand the Transcriptome Changes of Glycine max Roots and Leaves under Low-Pi Stress
199,"Single-base resolution DNA methylation maps were generated for seven and nine accessions of wild and domesticated soybean, respectively, and compared with the transcriptomes to study the epigenetic and transcriptional fates of genes within and between Glycine species."
200,"To understand the molecular events underlying seed maturation, quiescence and germination, we performed transcriptome analysis of soybean (Glycine max) embryos at four seed developmental stages (cotyledon, early, mid and late maturation), mature dry seeds, and seedlings, eight days after seed sowing. Overall design: mRNA profiling was performed on embryos at 4 stages of development, dry seeds and seedlings.  Three biological replicates were collected for each developmental stage."
201,Transcriptome sequencing to identify differentially expressed transcripts in roots of iron deficiency chlorosis tolerant line U06-105454 and iron deficiency chlorosis sensitive line U06-625083 with low iron and alkaline treatments
202,A comparison of RNA expression profiles across a diverse set of soybean genotypes Overall design: RNA-seq of 41 soyNAM parental lines and 61 milestone cultivars
203,"The process of RNA splicing influences many physiological processes including plant immunity. However, how plant parasites manipulate host RNA splicing process remains unknown. Here we demonstrate that PsAvr3c, an avirulence effector from oomycete plant pathogen Phytophthora sojae, physically binds to and stabilizes soybean (Glycine max) serine/lysine/arginine rich proteins GmSKRPs in vivo. The SKRPs are novel proteins that associate with spliceosome components, and are negative regulators of plant immunity. Analysis by RNA-seq data indicates that alternative splicing of pre-mRNAs from 401 soybean genes, including defense related genes, is altered in GmSKRP1 and PsAvr3c over-expressing lines compared to control plants. Representative splicing events mediated by GmSKRP1 and PsAvr3c are tested by infection assays or by transient expression in soybean plants. Our results show that a plant pathogen effector can reprogram host pre-mRNA splicing to promote disease, and we propose that pathogens evolved such strategies to defeat host immune systems. Overall design: three independent soybean SKRP1 over-expression lines, three AVR3C over-expression samples and three GFP control samples"
204,Our data enabled us to determine the differences in the defense strategies between the cultivated and wild soybean against the pathogen.This information can be used to efficiently utilize the wild soybean germplasm in breeding programs designed to increase disease resistance to F. oxysporum.
205,"A dominant loss of function mutation in myo-inositol phosphate synthase gene and recessive loss of function mutations in two multidrug resistant protein type-ABC transporter genes not only reduce the seed phytic acid levels in soybean, but also affect the pathways associated with seed development, ultimately resulting in low emergence. To understand the regulatory mechanisms and identify key genes that intervene in the seed development process in low phytic acid crops, we performed computational inference of gene regulatory networks in low and normal phytic acid soybeans using a time course transcriptomic data and multiple network inference algorithms. We identified several transcription factors and their regulatory interactions with genes that have functions in myo-inositol biosynthesis, auxin-ABA signaling and seed dormancy. We validated the predicted regulatory network by comparing it with published regulatory interactions in Arabidopsis. Some regulatory interactions were found in the low phytic acid mutants but not in non-mutant plants. These findings provide important hypotheses on expression regulation of myo-inositol metabolism, and phytohormone signaling in developing low phytic acid soybeans. The computational pipeline used for unsupervised network learning in this study is provided as open source software and is freely available at https://lilabatvt.github.io/LPANetwork/. Overall design: Four soybean experimental lines designated as: (i) 3mlpa, (ii) 3MWT, (iii) 1mlpa, and (iv) 1MWT were used in this study. The lpa mutant line, '3mlpa', carrying three mutations mips1/mrp-l/mrp-n, and its non-mutant sibling line with normal phytic acid, '3MWT', were derived from crossing of 'CX-1834' (lpa line with two mpr-l/mrp-n mutations on soybean chromosomes 19 and 3, respectively) with 'V99-5089' (lpa line with single mips1 mutation) (Saghai Maroof et al., 2009). Another lpa line, '1mlpa', carrying a single mips1 mutation on soybean chromosome 11, and its isogenic sibling line with normal phytic acid, '1MWT', were derived from crossing of 'Essex' (a normal phytic acid line with no mutations) with V99-5089 (Saghai Maroof and Buss, 2008; Glover, 2011). Developing seeds were sampled in triplicates for each experimental soybean line based on seed lengths corresponding to 2-4 mm (stage1), 4-6 mm (stage2), 6-8 mm (stage3), 8-10 mm (stage4), and 10-12 mm (stage5), respectively. Samples were flash frozen using liquid nitrogen and stored at -70°C. High-quality total RNA (RIN 9-10) was extracted from frozen samples using RNeasy Plant Mini Kit, with on-column DNase digestion (QIAGEN). Total of 60 mRNA libraries were prepared from total RNA samples and sequenced as 100SE using HiSeq2000. This study includes the re-analysis of all samples in GSE75575"
206,Soybean root (Zone of nodulation (ZON)) transcriptome in response to inoculation with wild-type (CB1809) or Nod factor deficient (nodC-) Bradyrhizobium japonicum.
207,This study will give additional knowledge to the plant stress tolerance mechanism and provide useful information for soybean breeding with good drought and heat resistance for future potential changing climate.
208,"Liaodou 15 a susceptible soybean cyst nematode (SCN) line, and infected SCN after 10 day; examined the whole genome-scale gene expression profiling under SCN invasion"
209,"Purpose:  The goals of this study are to identify what gene GmRAV1 was related to. RNA-Sequencing experiments were designed between GmRAV1-ox soybeans and DN50 soybeans. Methods:  Leaves mRNA  of 30-day-old DN50 and GmRAV1-ox soybeans were used by RNA sequencing using Illumina HiSeqTM2000. The sequence reads that passed quality filters were analyzed at the transcript isoform level with TopHat followed by Cufflinks. Genome_build: Glycine max Wm82.a2.v1 Results: RNA-seq data confirmed that there are 1467 genes with significant differences. Some genes expression of cytokinin and auxin signaling pathways is dramatically changed, such as GmARR9, GmAUX22, GmPIN1, GmCycD3 and GmPDV2. Conclusions: GmRAV1 are related to cytokinin and auxin signaling pathways. Overall design: High-throughput sequencing using Illumina HiSeq 2000 (RNA-Seq) was performed on 30-day-old DN50 and GmRAV1-ox soybeans."
210,"Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-transcriptionally. However, the molecular mechanism of miRNA-mRNA interaction under water deficiency remains largely unknown. Here, we generated comprehensive analyses by integrating of sRNA, transcriptome and degradome to elucidate complex regulations of drought resistance in soybean leaf and root tissues."
211,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
212,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
213,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
214,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
215,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
216,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
217,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
218,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
219,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
220,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
221,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
222,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
223,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
224,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
225,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
226,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
227,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
228,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
229,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
230,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
231,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
232,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
233,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
234,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
235,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
236,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
237,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
238,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
239,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
240,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
241,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
242,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
243,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
244,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
245,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
246,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
247,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
248,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
249,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
250,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
251,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
252,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
253,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
254,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
255,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
256,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
257,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
258,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
259,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
260,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
261,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
262,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
263,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
264,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
265,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
266,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
267,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
268,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
269,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
270,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
271,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
272,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
273,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
274,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
275,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
276,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
277,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
278,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
279,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
280,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
281,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
282,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
283,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
284,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
285,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
286,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
287,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
288,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
289,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
290,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
291,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
292,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
293,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
294,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
295,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
296,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
297,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
298,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
299,"Silicon protects soybean plants against Phytophthora sojae by interfering with effector-receptor expression.By contrast, the transcriptomic response of Si-fed (Si+) plants was remarkably unaffected by the presence of P. sojae, and the expression of effector-coding genes by the pathogen was significantly reduced. Given that the apoplast is the key site of interaction between effectors and plant receptors in the soybean-P. sojae complex, as well as the site of amorphous-Si accumulation, our results indicate that Si likely interferes with the signaling network between P. sojae and the plant, preventing or decreasing the release of effectors reaching plant receptors, thus creating an incompatible interaction"
300,"To understand the molecular events underlying seed maturation, quiescence and germination, we performed transcriptome analysis of soybean (Glycine max) embryos at four seed developmental stages (cotyledon, early, mid and late maturation), mature dry seeds, and seedlings, eight days after seed sowing. Overall design: mRNA profiling was performed on embryos at 4 stages of development, dry seeds and seedlings.  Three biological replicates were collected for each developmental stage."
301,Transcriptome sequencing to identify differentially expressed transcripts in roots of iron deficiency chlorosis tolerant line U06-105454 and iron deficiency chlorosis sensitive line U06-625083 with low iron and alkaline treatments
302,A comparison of RNA expression profiles across a diverse set of soybean genotypes Overall design: RNA-seq of 41 soyNAM parental lines and 61 milestone cultivars
303,"The process of RNA splicing influences many physiological processes including plant immunity. However, how plant parasites manipulate host RNA splicing process remains unknown. Here we demonstrate that PsAvr3c, an avirulence effector from oomycete plant pathogen Phytophthora sojae, physically binds to and stabilizes soybean (Glycine max) serine/lysine/arginine rich proteins GmSKRPs in vivo. The SKRPs are novel proteins that associate with spliceosome components, and are negative regulators of plant immunity. Analysis by RNA-seq data indicates that alternative splicing of pre-mRNAs from 401 soybean genes, including defense related genes, is altered in GmSKRP1 and PsAvr3c over-expressing lines compared to control plants. Representative splicing events mediated by GmSKRP1 and PsAvr3c are tested by infection assays or by transient expression in soybean plants. Our results show that a plant pathogen effector can reprogram host pre-mRNA splicing to promote disease, and we propose that pathogens evolved such strategies to defeat host immune systems. Overall design: three independent soybean SKRP1 over-expression lines, three AVR3C over-expression samples and three GFP control samples"
304,Our data enabled us to determine the differences in the defense strategies between the cultivated and wild soybean against the pathogen.This information can be used to efficiently utilize the wild soybean germplasm in breeding programs designed to increase disease resistance to F. oxysporum.
