biosample,acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,biosamplemodel_sam,collection_date_sam,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,ena_first_public_run,ena_last_update_run,sample_name_sam,datastore_filetype,datastore_provider,datastore_region,run_file_version,random,bases,bytes,run_file_create_date,age_sam,treatment_sam_ss_dpl55,primary_search,cultivar_sam,dev_stage_sam,ecotype_sam,isolate_sam_ss_dpl100,tissue_sam_ss_dpl145,disease_sam,population_sam_s_dpl40,geo_accession_exp,source_name_sam,developmental_stage_sam,assemblyname,accession_sam,biological_replicate_sam,collected_by_sam,collection_location_sam,graft_combination_sam,growth_protocol_sam_s_dpl216,genotype_sam_ss_dpl92,id_column_sam,biomaterial_provider_sam,photoperiod_sam,sample_time_sam,treatment_time_point_sam_s_dpl419,replicate_sam_ss_dpl121,nominal_length_run,run_id_run,biome_sam,env_package_sam,estimated_size_sam,feature_sam,investigation_type_sam,isol_growth_condt_sam,lat_lon_sam_s_dpl34,material_sam,num_replicons_sam,ploidy_sam,project_name_sam,propagation_sam,ref_biomaterial_sam,strain_sam_ss_dpl139,dangling_references_run,hours_after_treatment_sam,development_stage_sam,fasta_file_run,phenotype_sam,seed_harvest_year_sam,specimen_voucher_sam,host_sam,isolation_source_sam,compartment_sam,sex_calc,breed_sam,sample_type_sam_ss_dpl131,condition_sam_ss_dpl69,transgenic_line_sam_s_dpl414,genetic_background_sam,cell_type_sam_ss_dpl37,line_sam_s_dpl22,sample_group_sam_s_dpl128,time_point_sam,culture_collection_sam_ss_dpl468,sample_sam,location_sam,develomental_stage_sam,cell_line_sam,tmp_sam,seed_length_sam,read_name_barcode_proc_directive_run,growth_condition_sam,file_name_sam,library_id_sam,label_sam,stage_sam,disease_stage_sam_s_dpl172,seed_compartments_tissue_sam,temp_sam,generation_sam_s_dpl91,transgenic_status_sam,preservation_sam,seed_region_sam,seed_weight_sam,trait_sam,treatment_stage_sam,time_after_imbibition_sam,tissue_type_sam_s_dpl410,infection_time_sam,plant_phenotype_sam,time_sam,hours_post_inoculation_sam_s_dpl245,identity_sam,bioproject_id_sam,sample_title_sam,sampling_time_point_sam_s_dpl522,transgene_sam,height_or_length_sam,id_sam,growth_stage_sam,treatment_time_sam,distinctive_attribute_sam,phosphorus_conccentration_sam,age_at_rna_extraction_sam,timepoint_sam_ss_dpl17,genotype_variation_sam,sample_id_sam,tissue_source_sam,experimental_factor__7_1_exp,broker_name_sam,common_name_sam,ena_first_public_sam_dt_dpl178,ena_last_update_sam_ss_dpl537,external_id_sam,insdc_center_alias_sam,insdc_center_name_sam,insdc_first_public_sam,insdc_last_update_sam,insdc_status_sam,metabolic_process_sam,organism_part_sam,submitter_id_sam,agent_sam,block_sam,sample_summary_sam,purification_sam,gene_insert_sam,strain_ecotype_sam,tissue_and_developemental_stage_sam,technique_sam,day_moved_sam,ion_stress_sam,vigs_sam,infection_sam,fungal_isolate_sam,_48_h_inoculation_sam,sampling_time__h__sam,reference_annotation_used_for_mapping_sam,root_zone_sam,days_after_treatment_sam,dehydration_sam,glyceollins_elicitation_sam,medium_ph_sam,replication_sam_s_dpl43,cummulative_precipitation_at_sampling_sam,sampling_date_sam,temperature_at_sampling_sam,seed_field_emergence_sam,time_of_seed_harvest_sam,pi_email_run,pi_name_run,pi_orcid_run,pi_organization_run,subregion_sam,total_rna_input_amount_sam,identifier_seq_id_sam,truseq_index_500_sam,truseq_index_700_sam,well_position_sam,inoculation_sam,cultivar_line_sam,tissue_1_sam,tissue_2_sam,cultivar_genotype_sam,library_type_sam_s_dpl277,mutant_sam,tissue_developmental_stage_sam,experimental_factor__cultivar_exp,experimental_factor__growth_condition_exp,experimental_factor__time_exp,ena_first_public_sam,ena_last_update_sam,scientific_name_sam,dawei_sam,md5sum_sam,ozone_level_sam,replicates_sam_s_dpl124,experimental_factor__phenotype_exp,infect_sam,body_site_sam,specific_host_sam,cultivars_sam,pigmentation_sam,design_description_sam,filetype_sam,instrument_model_sam,library_layout_sam,library_selection_sam,library_source_sam,library_strategy_sam,platform_sam,title_sam,graft_scion_sam,graft_stock_sam,manganese_concentration_sam,tem_sam,fusarium_virguliforme_strain_sam,soybean_cultivar_sam,tissue_age_sam_s_dpl615,experimental_factor__6_0_exp,tag_sam,filename2_sam,filename_sam,reference_annotation_sam,inoculation_treatment_sam,mg_concentration_sam,cultivar_id_sam,cultivar_type_sam,innoculation_sam,experimental_factor__1_8_exp,tissue_3_sam,tissue_4_sam,description_sam,individual_sam,env_broad_scale_sam,env_local_scale_sam,env_medium_sam,quality_book_char_run,quality_scoring_system_run,accession_ecotype_sam,tissue_and_developmental_stage_sam,experimental_factor__1_4_exp,concentration_sam,cultivation_pattren_sam,er_gfp_sam,subsrc_note_sam_s_dpl392,authors_sam,env_biome_sam
SAMN21359734,SRR16640956,RNA-Seq,USDA,public,SRX12841846,G12_PI86145_Leaf_Def_Rep1,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167763,Glycine max,SRP336396,2021-11-03,PRJNA706999,1667.0,,150.0,5042.0,,GOLD12-1,[Plant],,Japan,Asia,[Japan],,,,"[run.zq, sra, fastq]","[s3, gs, ncbi]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.400168500272016,5042792700.0,1748341729.0,2021-10-31T02:01:00.000Z,60 minutes after iron stress,Deficient iron,"['21359734', '706999', 'G12_PI86145_Leaf_Def_Rep1', 'GOLD12-1', 'GOLD12-1.fastq.gz', 'PRJNA706999', 'SAMN21359734', 'SRP336396', 'SRR16640956', 'SRS10167763', 'SRX12841846']",Monbetsu Nagaba daizu,,,,1st trifoliolate leaflets,,,,,,,PI 086145,Rep 1 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359735,SRR16640954,RNA-Seq,USDA,public,SRX12841848,G12_PI86145_Leaf_Def_Rep2,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167764,Glycine max,SRP336396,2021-11-03,PRJNA706999,488.0,,150.0,1480.0,,GOLD12-2,[Plant],,Japan,Asia,[Japan],,,,"[sra, run.zq, fastq]","[gs, s3, ncbi]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.850908091382896,1480367100.0,512701709.0,2021-10-30T20:22:00.000Z,60 minutes after iron stress,Deficient iron,"['21359735', '706999', 'G12_PI86145_Leaf_Def_Rep2', 'GOLD12-2', 'GOLD12-2.fastq.gz', 'PRJNA706999', 'SAMN21359735', 'SRP336396', 'SRR16640954', 'SRS10167764', 'SRX12841848']",Monbetsu Nagaba daizu,,,,1st trifoliolate leaflets,,,,,,,PI 086145,Rep 2 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359736,SRR16640953,RNA-Seq,USDA,public,SRX12841849,G12_PI86145_Leaf_Def_Rep3,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167765,Glycine max,SRP336396,2021-11-03,PRJNA706999,1137.0,,150.0,3461.0,,GOLD12-3,[Plant],,Japan,Asia,[Japan],,,,"[fastq, sra, run.zq]","[ncbi, gs, s3]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.763924680396289,3461194350.0,1192523757.0,2021-10-30T20:26:00.000Z,60 minutes after iron stress,Deficient iron,"['21359736', '706999', 'G12_PI86145_Leaf_Def_Rep3', 'GOLD12-3', 'GOLD12-3.fastq.gz', 'PRJNA706999', 'SAMN21359736', 'SRP336396', 'SRR16640953', 'SRS10167765', 'SRX12841849']",Monbetsu Nagaba daizu,,,,1st trifoliolate leaflets,,,,,,,PI 086145,Rep 3 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359737,SRR16640952,RNA-Seq,USDA,public,SRX12841850,G13_PI84973_Leaf_Suf_Rep1,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167766,Glycine max,SRP336396,2021-11-03,PRJNA706999,1918.0,,150.0,5794.0,,GOLS13-1,[Plant],,Japan,Asia,[Japan],,,,"[fastq, sra, run.zq]","[ncbi, gs, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.953434325906564,5794296900.0,2011773685.0,2021-10-30T20:33:00.000Z,60 minutes after iron stress,Sufficient iron,"['21359737', '706999', 'G13_PI84973_Leaf_Suf_Rep1', 'GOLS13-1', 'GOLS13-1.fastq.gz', 'PRJNA706999', 'SAMN21359737', 'SRP336396', 'SRR16640952', 'SRS10167766', 'SRX12841850']",TAKIYA,,,,1st trifoliolate leaflets,,,,,,,PI 084973,Rep 1 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359738,SRR16640951,RNA-Seq,USDA,public,SRX12841851,G13_PI84973_Leaf_Suf_Rep2,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167767,Glycine max,SRP336396,2021-11-03,PRJNA706999,880.0,,150.0,2707.0,,GOLS13-2,[Plant],,Japan,Asia,[Japan],,,,"[fastq, run.zq, sra]","[ncbi, s3, gs]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.860519589647699,2707158150.0,923030809.0,2021-10-30T20:26:00.000Z,60 minutes after iron stress,Sufficient iron,"['21359738', '706999', 'G13_PI84973_Leaf_Suf_Rep2', 'GOLS13-2', 'GOLS13-2.fastq.gz', 'PRJNA706999', 'SAMN21359738', 'SRP336396', 'SRR16640951', 'SRS10167767', 'SRX12841851']",TAKIYA,,,,1st trifoliolate leaflets,,,,,,,PI 084973,Rep 2 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359739,SRR16640950,RNA-Seq,USDA,public,SRX12841852,G13_PI84973_Leaf_Suf_Rep3,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167768,Glycine max,SRP336396,2021-11-03,PRJNA706999,957.0,,150.0,2726.0,,GOLS13-3,[Plant],,Japan,Asia,[Japan],,,,"[fastq, sra, run.zq]","[ncbi, s3, gs]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.693384506410528,2726437350.0,1004076732.0,2021-10-30T20:33:00.000Z,60 minutes after iron stress,Sufficient iron,"['21359739', '706999', 'G13_PI84973_Leaf_Suf_Rep3', 'GOLS13-3', 'GOLS13-3.fastq.gz', 'PRJNA706999', 'SAMN21359739', 'SRP336396', 'SRR16640950', 'SRS10167768', 'SRX12841852']",TAKIYA,,,,1st trifoliolate leaflets,,,,,,,PI 084973,Rep 3 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359740,SRR16640949,RNA-Seq,USDA,public,SRX12841853,G13_PI84973_Leaf_Def_Rep1,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167770,Glycine max,SRP336396,2021-11-03,PRJNA706999,1733.0,,150.0,5186.0,,GOLD13-1,[Plant],,Japan,Asia,[Japan],,,,"[fastq, run.zq, sra]","[s3, gs, ncbi]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.822785266221666,5186121300.0,1817216088.0,2021-10-30T20:39:00.000Z,60 minutes after iron stress,Deficient iron,"['21359740', '706999', 'G13_PI84973_Leaf_Def_Rep1', 'GOLD13-1', 'GOLD13-1.fastq.gz', 'PRJNA706999', 'SAMN21359740', 'SRP336396', 'SRR16640949', 'SRS10167770', 'SRX12841853']",TAKIYA,,,,1st trifoliolate leaflets,,,,,,,PI 084973,Rep 1 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359741,SRR15899122,RNA-Seq,USDA,public,SRX12189928,G13_PI84973_Leaf_Def_Rep2,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167769,Glycine max,SRP336396,2021-11-03,PRJNA706999,200.0,,129.0,1819.0,,GOLD13-2,[Plant],,Japan,Asia,[Japan],,,,"[sra, run.zq]","[gs, ncbi, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.913877807934023,1819075230.0,210301380.0,2021-09-14T19:38:00.000Z,60 minutes after iron stress,Deficient iron,"['21359741', '706999', 'G13_PI84973_Leaf_Def_Rep2', 'GOLD13-2', 'GOLD13-2_R_sort.bam', 'PRJNA706999', 'SAMN21359741', 'SRP336396', 'SRR15899122', 'SRS10167769', 'SRX12189928']",TAKIYA,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 084973,Rep 2 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359742,SRR15899121,RNA-Seq,USDA,public,SRX12189929,G13_PI84973_Leaf_Def_Rep3,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167771,Glycine max,SRP336396,2021-11-03,PRJNA706999,791.0,,128.0,5996.0,,GOLD13-3,[Plant],,Japan,Asia,[Japan],,,,"[sra, run.zq]","[gs, s3, ncbi]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.573455809119403,5996065794.0,829505852.0,2021-09-14T19:47:00.000Z,60 minutes after iron stress,Deficient iron,"['21359742', '706999', 'G13_PI84973_Leaf_Def_Rep3', 'GOLD13-3', 'GOLD13-3_R_sort.bam', 'PRJNA706999', 'SAMN21359742', 'SRP336396', 'SRR15899121', 'SRS10167771', 'SRX12189929']",TAKIYA,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 084973,Rep 3 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359743,SRR16640946,RNA-Seq,USDA,public,SRX12841856,G14_PI80459_Leaf_Suf_Rep1,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167772,Glycine max,SRP336396,2021-11-03,PRJNA706999,2792.0,,150.0,8300.0,,GOLS14-1,[Plant],,Japan,Asia,[Japan],,,,"[run.zq, sra, fastq]","[gs, ncbi, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.420422212615194,8300389950.0,2928265806.0,2021-10-30T20:40:00.000Z,60 minutes after iron stress,Sufficient iron,"['21359743', '706999', 'G14_PI80459_Leaf_Suf_Rep1', 'GOLS14-1', 'GOLS14-1.fastq.gz', 'PRJNA706999', 'SAMN21359743', 'SRP336396', 'SRR16640946', 'SRS10167772', 'SRX12841856']",2,,,,1st trifoliolate leaflets,,,,,,,PI 080459,Rep 1 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359744,SRR15899119,RNA-Seq,USDA,public,SRX12189931,G14_PI80459_Leaf_Suf_Rep2,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167773,Glycine max,SRP336396,2021-11-03,PRJNA706999,55.0,,128.0,508.0,,GOLS14-2,[Plant],,Japan,Asia,[Japan],,,,"[sra, run.zq]","[s3, ncbi, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.564212284102356,508143600.0,58171261.0,2021-09-14T19:33:00.000Z,60 minutes after iron stress,Sufficient iron,"['21359744', '706999', 'G14_PI80459_Leaf_Suf_Rep2', 'GOLS14-2', 'GOLS14-2_R_sort.bam', 'PRJNA706999', 'SAMN21359744', 'SRP336396', 'SRR15899119', 'SRS10167773', 'SRX12189931']",2,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 080459,Rep 2 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359745,SRR15899117,RNA-Seq,USDA,public,SRX12189933,G14_PI80459_Leaf_Suf_Rep3,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167774,Glycine max,SRP336396,2021-11-03,PRJNA706999,363.0,,127.0,2744.0,,GOLS14-3,[Plant],,Japan,Asia,[Japan],,,,"[run.zq, sra]","[s3, gs, ncbi]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.855685397338396,2744261043.0,381422849.0,2021-09-14T19:38:00.000Z,60 minutes after iron stress,Sufficient iron,"['21359745', '706999', 'G14_PI80459_Leaf_Suf_Rep3', 'GOLS14-3', 'GOLS14-3_R_sort.bam', 'PRJNA706999', 'SAMN21359745', 'SRP336396', 'SRR15899117', 'SRS10167774', 'SRX12189933']",2,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 080459,Rep 3 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359746,SRR15899116,RNA-Seq,USDA,public,SRX12189934,G14_PI80459_Leaf_Def_Rep1,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167775,Glycine max,SRP336396,2021-11-03,PRJNA706999,153.0,,129.0,1362.0,,GOLD14-1,[Plant],,Japan,Asia,[Japan],,,,"[sra, run.zq]","[gs, ncbi, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.340799843992572,1362862725.0,161381496.0,2021-09-14T19:34:00.000Z,60 minutes after iron stress,Deficient iron,"['21359746', '706999', 'G14_PI80459_Leaf_Def_Rep1', 'GOLD14-1', 'GOLD14-1_R_sort.bam', 'PRJNA706999', 'SAMN21359746', 'SRP336396', 'SRR15899116', 'SRS10167775', 'SRX12189934']",2,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 080459,Rep 1 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359747,SRR15899115,RNA-Seq,USDA,public,SRX12189935,G14_PI80459_Leaf_Def_Rep2,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167776,Glycine max,SRP336396,2021-11-03,PRJNA706999,213.0,,130.0,1936.0,,GOLD14-2,[Plant],,Japan,Asia,[Japan],,,,"[run.zq, sra]","[s3, ncbi, gs]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.784425738617391,1936689513.0,223708016.0,2021-09-14T19:36:00.000Z,60 minutes after iron stress,Deficient iron,"['21359747', '706999', 'G14_PI80459_Leaf_Def_Rep2', 'GOLD14-2', 'GOLD14-2_R_sort.bam', 'PRJNA706999', 'SAMN21359747', 'SRP336396', 'SRR15899115', 'SRS10167776', 'SRX12189935']",2,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 080459,Rep 2 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359748,SRR16640940,RNA-Seq,USDA,public,SRX12841862,G14_PI80459_Leaf_Def_Rep3,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167777,Glycine max,SRP336396,2021-11-03,PRJNA706999,2103.0,,150.0,6006.0,,GOLD14-3,[Plant],,Japan,Asia,[Japan],,,,"[sra, run.zq, fastq]","[ncbi, gs, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.389286586968346,6006878100.0,2205628003.0,2021-10-30T20:42:00.000Z,60 minutes after iron stress,Deficient iron,"['21359748', '706999', 'G14_PI80459_Leaf_Def_Rep3', 'GOLD14-3', 'GOLD14-3.fastq.gz', 'PRJNA706999', 'SAMN21359748', 'SRP336396', 'SRR16640940', 'SRS10167777', 'SRX12841862']",2,,,,1st trifoliolate leaflets,,,,,,,PI 080459,Rep 3 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359749,SRR16640939,RNA-Seq,USDA,public,SRX12841863,G15_PI68685_Leaf_Suf_Rep1,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167778,Glycine max,SRP336396,2021-11-03,PRJNA706999,7.0,,150.0,22.0,,GOLS15-1,[Plant],,China,Asia,[China],,,,"[sra, run.zq, fastq]","[gs, s3, ncbi]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.984312681338452,22028850.0,8141672.0,2021-10-30T20:19:00.000Z,60 minutes after iron stress,Sufficient iron,"['21359749', '706999', 'G15_PI68685_Leaf_Suf_Rep1', 'GOLS15-1', 'GOLS15-1.fastq.gz', 'PRJNA706999', 'SAMN21359749', 'SRP336396', 'SRR16640939', 'SRS10167778', 'SRX12841863']",265,,,,1st trifoliolate leaflets,,,,,,,PI 068685,Rep 1 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
