biosample,attr
SAMN09078041,"{'title': 'mRNA gmax PI548488 S-100', 'Identifiers': {'BioSample': 'SAMN09078041', 'SRA': 'SRS3262704', 'GEO': 'GSM3132207'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'PI548488 S-100', 'tissue': 'leaf'}, 'Accession': 'SAMN09078041', 'ID': '9078041'}"
SAMN31018530,"{'title': 'EV bio-repeat 1', 'Identifiers': {'BioSample': 'SAMN31018530', 'Sample name': 'EV-1', 'SRA': 'SRS15237634'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'William82', 'tissue': 'root'}, 'Accession': 'SAMN31018530', 'ID': '31018530'}"
SAMN20525661,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN20525661', 'Sample name': 'Leaf RNAseq rep1', 'SRA': 'SRS9702560'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams 82', 'tissue': 'Leaf'}, 'Accession': 'SAMN20525661', 'ID': '20525661'}"
SAMN04811539,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN04811539', 'Sample name': 'Phytophthora sojae infected soybean roots (0.5 hpi)', 'SRA': 'SRS1396548'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams 82', 'tissue': 'root'}, 'Accession': 'SAMN04811539', 'ID': '4811539'}"
SAMN37888453,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN37888453', 'Sample name': 'A6_3h_LP2', 'SRA': 'SRS19248367'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'missing', 'cultivar': 'missing', 'ecotype': 'missing', 'age': 'V6', 'tissue': 'root'}, 'Accession': 'SAMN37888453', 'ID': '37888453'}"
SAMN40001480,"{'title': 'S5C_1', 'Identifiers': {'BioSample': 'SAMN40001480', 'Sample name': 'S5C_1', 'SRA': 'SRS20640425'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'missing', 'cultivar': 'Glycine max', 'ecotype': 'missing', 'age': 'missing', 'tissue': 'seed', 'treatment': 'no', 'replicate': 'replicate = biological replication 1'}, 'Accession': 'SAMN40001480', 'ID': '40001480'}"
SAMN03275431,"{'title': 'GmMZ1', 'Identifiers': {'BioSample': 'SAMN03275431', 'SRA': 'SRS807735', 'GEO': 'GSM1576581'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams 82', 'age': '4 days after plating', 'tissue': 'root'}, 'Accession': 'SAMN03275431', 'ID': '3275431'}"
SAMN15648536,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648536', 'Sample name': 'T241037-39', 'SRA': 'SRS7092762'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P536', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648536', 'ID': '15648536'}"
SAMN32153852,"{'title': 'Varieties of 443', 'Identifiers': {'BioSample': 'SAMN32153852', 'Sample name': 'JL228', 'SRA': 'SRS16267395'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN32153852', 'ID': '32153852'}"
SAMN19243698,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN19243698', 'Sample name': '09-S63', 'SRA': 'SRS9035624'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not available', 'cultivar': 'not available', 'ecotype': 'not available', 'age': '3 months', 'tissue': 'leaf'}, 'Accession': 'SAMN19243698', 'ID': '19243698'}"
SAMN02870674,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN02870674', 'Sample name': 'AD2', 'SRA': 'SRS655322'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'PI399074', 'tissue': 'root'}, 'Accession': 'SAMN02870674', 'ID': '2870674'}"
SAMN07147966,"{'title': 'Soybean Mid-Maturation Embryo Axis-Biological Replicate 3', 'Identifiers': {'BioSample': 'SAMN07147966', 'SRA': 'SRS2211640', 'GEO': 'GSM2633527'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams 82', 'tissue': 'embryo axis'}, 'Accession': 'SAMN07147966', 'ID': '7147966'}"
SAMN32153808,"{'title': 'Varieties of 399', 'Identifiers': {'BioSample': 'SAMN32153808', 'Sample name': 'JL176', 'SRA': 'SRS16267397'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN32153808', 'ID': '32153808'}"
SAMN32153544,"{'title': 'Varieties of 135', 'Identifiers': {'BioSample': 'SAMN32153544', 'Sample name': 'CX221', 'SRA': 'SRS16216757'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN32153544', 'ID': '32153544'}"
SAMN22841319,"{'title': 'IsoClark scion on IsoClark rootstock (Iso/Iso), 30 minutes after transfer, rep 1 leaf tissue, sufficient iron', 'Identifiers': {'BioSample': 'SAMN22841319', 'Sample name': 'G4_30min_Rep1_Leaf_Suf', 'SRA': 'SRS10903036'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'L65-1255 (IsoClark)', 'accession': 'PI 547430', 'age': '30 minutes after transfer', 'tissue': '1st trifoliolate leaflets', 'collection_location': 'Ames, IA', 'graft_combination': 'G4 (Iso/Iso)', 'treatment': 'Sufficient iron', 'biological_replicate': 'Rep 1 of 3'}, 'Accession': 'SAMN22841319', 'ID': '22841319'}"
SAMN30685026,"{'title': 'RNA-seq of soybean cv. Jack in mocked group', 'Identifiers': {'BioSample': 'SAMN30685026', 'Sample name': 'JK_W1_rep2', 'SRA': 'SRS14991389'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Wild type Jack', 'tissue': 'Leaves', 'treatment': 'Mock', 'replicate': 'JK_W1_rep2'}, 'Accession': 'SAMN30685026', 'ID': '30685026'}"
SAMN08461574,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN08461574', 'Sample name': 'ACC-546', 'SRA': 'SRS3011438'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Zhong Huang No.35', 'tissue': 'shoot apical meristem'}, 'Accession': 'SAMN08461574', 'ID': '8461574'}"
SAMN09716106,"{'title': 'YH13_8E11', 'Identifiers': {'BioSample': 'SAMN09716106', 'SRA': 'SRS3595663', 'GEO': 'GSM3306332'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'Sh', 'genotype': '2'}, 'Accession': 'SAMN09716106', 'ID': '9716106'}"
SAMN32735669,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN32735669', 'Sample name': 'WT_15D_2', 'SRA': 'SRS16456029'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams82', 'tissue': 'embryo', 'replicate': 'replicate = biological replicate 2'}, 'Accession': 'SAMN32735669', 'ID': '32735669'}"
SAMN37888494,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN37888494', 'Sample name': 'A74_24h_LPS1', 'SRA': 'SRS19248373'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'missing', 'cultivar': 'missing', 'ecotype': 'missing', 'age': 'V47', 'tissue': 'root'}, 'Accession': 'SAMN37888494', 'ID': '37888494'}"
SAMN15648048,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648048', 'Sample name': 'a20-12', 'SRA': 'SRS7093064'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P012', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648048', 'ID': '15648048'}"
SAMN14604354,"{'title': 'Single Treated R1', 'Identifiers': {'BioSample': 'SAMN14604354', 'Sample name': 'SiT_7_R1', 'SRA': 'SRS6486052'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'Single variety herbicide treated replicate 1', 'tissue': 'Leaf sample', 'treatment': 'Herbicide treatment 1'}, 'Accession': 'SAMN14604354', 'ID': '14604354'}"
SAMN23254490,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN23254490', 'Sample name': 'roots mock 1', 'SRA': 'SRS11094584'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'ENREI', 'age': '24 hpi rep 1', 'tissue': 'roots without infection'}, 'Accession': 'SAMN23254490', 'ID': '23254490'}"
SAMN27921921,"{'title': 'Glycine max hypocotyl tissue - BGMPH_mock_rep3', 'Identifiers': {'BioSample': 'SAMN27921921', 'SRA': 'SRS12781730', 'GEO': 'GSM6070429'}, 'Organism': 'Glycine max', 'Attributes': {'strain': 'PI-binding GMPH line B', 'treatment': 'Inoculated with sterile water'}, 'Accession': 'SAMN27921921', 'ID': '27921921'}"
SAMN02382018,"{'title': 'General Sample for Glycine max', 'Identifiers': {'BioSample': 'SAMN02382018', 'Sample name': '6CRSA', 'SRA': 'SRS542817'}, 'Organism': 'Glycine max', 'Attributes': {'age': '16 days', 'cultivar': 'Clark'}, 'Accession': 'SAMN02382018', 'ID': '2382018'}"
SAMN37390380,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN37390380', 'Sample name': 'Ck1IP3', 'SRA': 'SRS18905094'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'Soybean nodules of Williams 82 treated with CK for 7 days for MeRIP-Seq biological replicate 3', 'tissue': 'Nodule'}, 'Accession': 'SAMN37390380', 'ID': '37390380'}"
SAMN26884097,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN26884097', 'Sample name': 'WT-3', 'SRA': 'SRS12425950'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Jack', 'tissue': 'Leaf'}, 'Accession': 'SAMN26884097', 'ID': '26884097'}"
SAMN29911716,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN29911716', 'Sample name': 'QS12_1_1.fq.gz', 'SRA': 'SRS14163663'}, 'Organism': 'Glycine max', 'Attributes': {'identity': '25', 'cultivar': 'JD12', 'age': '8DAP', 'tissue': 'stem'}, 'Accession': 'SAMN29911716', 'ID': '29911716'}"
SAMN16674313,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN16674313', 'Sample name': 's5CK-R-2', 'SRA': 'SRS7798744'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'Wm82', 'ecotype': 'not applicable', 'age': 'not applicable', 'tissue': 'Root', 'treatment': 'CK-2'}, 'Accession': 'SAMN16674313', 'ID': '16674313'}"
SAMN36894370,"{'title': 'RNA-seq analysis of Soheung-2 S3 stage', 'Identifiers': {'BioSample': 'SAMN36894370', 'Sample name': 'Soheung2-S3-4', 'SRA': 'SRS18551256'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'Soheung2 R3 stage repeat 4', 'cultivar': 'Soheung-2', 'ecotype': 'not applicable', 'tissue': 'Seed'}, 'Accession': 'SAMN36894370', 'ID': '36894370'}"
SAMN01779514,"{'title': 'LD-RNA-Seq-rep2', 'Identifiers': {'BioSample': 'SAMN01779514', 'Sample name': 'GSM1024010', 'SRA': 'SRS371921'}, 'Organism': 'Glycine max', 'Attributes': {'ecotype': 'LD', 'tissue': 'Trifoliolate leaves', 'age': '3 weeks', 'genotype': 'Parental LD', 'treatment': '190 mmol PAR m-2s-1, 23C, 60% R.H., and 16 h photoperiod'}, 'Accession': 'SAMN01779514', 'ID': '1779514'}"
SAMN39682045,"{'title': 'TWT1', 'Identifiers': {'BioSample': 'SAMN39682045', 'Sample name': 'TWT-1', 'SRA': 'SRS20309603'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': '13', 'cultivar': 'soybean', 'tissue': 'Root'}, 'Accession': 'SAMN39682045', 'ID': '39682045'}"
SAMN20967644,"{'title': 'Plant sample from soybean', 'Identifiers': {'BioSample': 'SAMN20967644', 'Sample name': 'dongnongdou252-10', 'SRA': 'SRS9955088'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'DND252', 'age': 'V4', 'tissue': 'LEAVES'}, 'Accession': 'SAMN20967644', 'ID': '20967644'}"
SAMN29911708,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN29911708', 'Sample name': 'QR33_3_1.fq.gz', 'SRA': 'SRS14163706'}, 'Organism': 'Glycine max', 'Attributes': {'identity': '17', 'cultivar': 'NIL33', 'age': '8DAP', 'tissue': 'root'}, 'Accession': 'SAMN29911708', 'ID': '29911708'}"
SAMN41027811,"{'title': 'KMM_3', 'Identifiers': {'BioSample': 'SAMN41027811', 'Sample name': 'KMM_3', 'SRA': 'SRS21118189'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'Maternal', 'cultivar': 'KBL', 'ecotype': 'not applicable', 'age': 'not applicable', 'tissue': 'pod'}, 'Accession': 'SAMN41027811', 'ID': '41027811'}"
SAMN08565567,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN08565567', 'Sample name': 'SS0903-B2-21-1-2_leaf_R7', 'SRA': 'SRS2986792'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'SS0903-B2-21-1-2', 'tissue': 'leaf'}, 'Accession': 'SAMN08565567', 'ID': '8565567'}"
SAMN19243700,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN19243700', 'Sample name': '11-S65', 'SRA': 'SRS9035569'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not available', 'cultivar': 'not available', 'ecotype': 'not available', 'age': '3 months', 'tissue': 'leaf'}, 'Accession': 'SAMN19243700', 'ID': '19243700'}"
SAMN01886353,"{'title': 'R-11272-RNA-Seq-rep3 control', 'Identifiers': {'BioSample': 'SAMN01886353', 'SRA': 'SRS385741', 'GEO': 'GSM1062924'}, 'Organism': 'Glycine max', 'Attributes': {'ecotype': 'R-11272', 'tissue': 'Trifoliolate leaves', 'age': '3 week', 'genotype': 'RIL-11272', 'treatment': '190 mmol PAR m-2s-1, 230C, 60% R.H., 16 h photoperiod, and 5 ml of mock solution [autoclaved ddiH2O plus equivalent amount of dimethyl sulfoxide (DMSO; Fisher Scientific)'}, 'Accession': 'SAMN01886353', 'ID': '1886353'}"
SAMN09513450,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN09513450', 'Sample name': 'SL209497', 'SRA': 'SRS3480845'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'P. sojae 1.S.1.1', 'cultivar': '12090', 'ecotype': 'Conrad x Sloan', 'age': '24 hai', 'tissue': 'inoculation site: ~2 cm below the crown', 'population': 'F9:11 Recombinant inbred line', 'treatment': 'Mock'}, 'Accession': 'SAMN09513450', 'ID': '9513450'}"
SAMN12158006,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN12158006', 'Sample name': 'Wm82_20DPF_R1', 'SRA': 'SRS5037542'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams82', 'tissue': 'Developping seeds'}, 'Accession': 'SAMN12158006', 'ID': '12158006'}"
SAMN08828774,"{'title': '28_NoH2O-H63-Seedling-6dat-1', 'Identifiers': {'BioSample': 'SAMN08828774', 'SRA': 'SRS3113508', 'GEO': 'GSM3073263'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Harosoy 63', 'dehydration': 'Yes', 'tissue': 'Whole seedling'}, 'Accession': 'SAMN08828774', 'ID': '8828774'}"
SAMN27775858,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN27775858', 'Sample name': 'R1WTL1', 'SRA': 'SRS12761041'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Jack', 'tissue': 'Leaf', 'genotype': 'R1 Wildtype replicate 1 in LD'}, 'Accession': 'SAMN27775858', 'ID': '27775858'}"
SAMN14766564,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN14766564', 'Sample name': 'HD12-1', 'SRA': 'SRS6559889'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'leaf', 'cultivar': 'HD12-1', 'ecotype': 'changchun', 'age': 'true leaf', 'tissue': 'leaf'}, 'Accession': 'SAMN14766564', 'ID': '14766564'}"
SAMEA112885661,"{'title': 'FA2-VC', 'Identifiers': {'BioSample': 'SAMEA112885661', 'SRA': 'ERS14892101'}, 'Organism': 'Glycine max', 'Attributes': {'scientific_name': 'Glycine max'}, 'Accession': 'SAMEA112885661', 'ID': '36721402'}"
SAMN16424522,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN16424522', 'Sample name': 'S0', 'SRA': 'SRS7519056'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'near-isogenic lines from Qihuang No.1 and Nannong1138-3', 'tissue': 'leaf'}, 'Accession': 'SAMN16424522', 'ID': '16424522'}"
SAMN21359869,"{'title': 'Root tissue, PI 548533 (G17), sufficient iron conditions', 'Identifiers': {'BioSample': 'SAMN21359869', 'Sample name': 'G17_PI548533_Root_Suf_Rep1', 'SRA': 'SRS10167703'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Sufficient iron', 'biological_replicate': 'Rep 1 of 3'}, 'Accession': 'SAMN21359869', 'ID': '21359869'}"
SAMN14272045,"{'title': 'GEO accession GSM4376748 is currently private and is scheduled to be released on Mar 01, 2022.', 'Identifiers': {'BioSample': 'SAMN14272045', 'SRA': 'SRS6266683', 'GEO': 'GSM4376748'}, 'Organism': 'Glycine max', 'Accession': 'SAMN14272045', 'ID': '14272045'}"
SAMN12868625,"{'title': 'M04', 'Identifiers': {'BioSample': 'SAMN12868625', 'Sample name': 'M04 D4 ct', 'SRA': 'SRS5449866'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Misty', 'age': '4 dpi rep 1', 'tissue': 'Roots without infection'}, 'Accession': 'SAMN12868625', 'ID': '12868625'}"
SAMN09715805,"{'title': 'YH29_1B1', 'Identifiers': {'BioSample': 'SAMN09715805', 'SRA': 'SRS3596004', 'GEO': 'GSM3306675'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'LD', 'genotype': '1'}, 'Accession': 'SAMN09715805', 'ID': '9715805'}"
SAMN16674286,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN16674286', 'Sample name': 's1HN-N-1', 'SRA': 'SRS7798754'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'Wm82', 'ecotype': 'not applicable', 'age': 'not applicable', 'tissue': 'Nodule', 'treatment': 'HN-1'}, 'Accession': 'SAMN16674286', 'ID': '16674286'}"
SAMN38260479,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN38260479', 'Sample name': 'MS_NN3', 'SRA': 'SRS19542129'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'II-MS-NN996', 'cultivar': 'Nannong 996', 'tissue': 'flower'}, 'Accession': 'SAMN38260479', 'ID': '38260479'}"
SAMN41829198,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN41829198', 'Sample name': 'Soybean109', 'SRA': 'SRS21628183'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Pharaoh', 'tissue': 'Stem'}, 'Accession': 'SAMN41829198', 'ID': '41829198'}"
SAMN22371191,"{'title': 'WT 27DAP greenhouse rep1', 'Identifiers': {'BioSample': 'SAMN22371191', 'SRA': 'SRS10623341', 'GEO': 'GSM5629891'}, 'Organism': 'Glycine max', 'Attributes': {'genotype': 'Thorne (WT)', 'timepoint': '27 DAP', 'tissue': 'immature embryos'}, 'Accession': 'SAMN22371191', 'ID': '22371191'}"
SAMN15648078,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648078', 'Sample name': 'a4-20', 'SRA': 'SRS7092824'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P043', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648078', 'ID': '15648078'}"
SAMN09513395,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN09513395', 'Sample name': 'SL209637', 'SRA': 'SRS3480781'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'P. sojae 1.S.1.1', 'cultivar': '12244', 'ecotype': 'Conrad x Sloan', 'age': '24 hai', 'tissue': 'inoculation site: ~2 cm below the crown', 'disease': 'Phytophthora root and stem rot', 'population': 'F9:11 Recombinant inbred line', 'treatment': 'Inoculated'}, 'Accession': 'SAMN09513395', 'ID': '9513395'}"
SAMN33463376,"{'title': 'DR1-136 Buffer-24h rep2', 'Identifiers': {'BioSample': 'SAMN33463376', 'SRA': 'SRS16906021', 'GEO': 'GSM7069020'}, 'Organism': 'Glycine max', 'Attributes': {'genotype': 'Prom2-DR1-24', 'tissue': 'Leaves (first trifoliate stage)', 'time': '24h', 'treatment': 'Sodium phosphate buffer'}, 'Accession': 'SAMN33463376', 'ID': '33463376'}"
SAMN02380553,"{'title': 'General Sample for Glycine max', 'Identifiers': {'BioSample': 'SAMN02380553', 'Sample name': '1CRDA', 'SRA': 'SRS542809'}, 'Organism': 'Glycine max', 'Attributes': {'age': '16 days', 'cultivar': 'Clark'}, 'Accession': 'SAMN02380553', 'ID': '2380553'}"
SAMN09843648,"{'title': 'D2Y-5 rep3', 'Identifiers': {'BioSample': 'SAMN09843648', 'SRA': 'SRS3676618', 'GEO': 'GSM3335908'}, 'Organism': 'Glycine max', 'Accession': 'SAMN09843648', 'ID': '9843648'}"
SAMN11461638,"{'title': 'High pod shattering force soybean 015', 'Identifiers': {'BioSample': 'SAMN11461638', 'SRA': 'SRS4647139', 'GEO': 'GSM3729240'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'pods', 'phenotype': 'High pod shattering force'}, 'Accession': 'SAMN11461638', 'ID': '11461638'}"
SAMN16427388,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN16427388', 'Sample name': 'FG72_C', 'SRA': 'SRS7517316'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'FG72', 'age': 'not collected', 'tissue': 'cytoledon'}, 'Accession': 'SAMN16427388', 'ID': '16427388'}"
SAMN03755606,"{'title': 'ZT0-8h_Control-R3', 'Identifiers': {'BioSample': 'SAMN03755606', 'SRA': 'SRS951189', 'GEO': 'GSM1701591'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'leaves', 'cultivar': 'BR16'}, 'Accession': 'SAMN03755606', 'ID': '3755606'}"
SAMN33295263,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN33295263', 'Sample name': 'Williams_82_seed_pod_R5.1', 'SRA': 'SRS16776510'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams 82', 'tissue': 'seed development pod R5.1'}, 'Accession': 'SAMN33295263', 'ID': '33295263'}"
SAMEA112885672,"{'title': 'FT3-VC2', 'Identifiers': {'BioSample': 'SAMEA112885672', 'SRA': 'ERS14892112'}, 'Organism': 'Glycine max', 'Attributes': {'scientific_name': 'Glycine max'}, 'Accession': 'SAMEA112885672', 'ID': '36721413'}"
SAMN00769648,"{'title': 'mRNA-seq of stems', 'Identifiers': {'BioSample': 'SAMN00769648', 'Sample name': 'GSM856143', 'SRA': 'SRS284692'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'stems'}, 'Accession': 'SAMN00769648', 'ID': '769648'}"
SAMN38355141,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN38355141', 'Sample name': 'POA_IN_1', 'SRA': 'SRS19622874'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams 82', 'age': '14 days after sowing', 'tissue': 'root', 'treatment': 'The plants were inoculated with Rhizobium and subjected to POA treatment.', 'replicate': 'replicate = biological replicte 10'}, 'Accession': 'SAMN38355141', 'ID': '38355141'}"
SAMN41704972,"{'title': 'Sampling by liquid N rep1', 'Identifiers': {'BioSample': 'SAMN41704972', 'Sample name': 'Soybean-2023-LN2-rep1', 'SRA': 'SRS21534798'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'replicate 1', 'cultivar': 'Fukuyutaka', 'age': '34-day-old', 'tissue': 'Leaf', 'treatment': 'Sampling by liquid N'}, 'Accession': 'SAMN41704972', 'ID': '41704972'}"
SAMN29132397,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN29132397', 'Sample name': 'F7D-1', 'SRA': 'SRS13500571'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Zhonghuang 13', 'age': 'trefoil period', 'tissue': 'rot', 'replicate': 'replicate = biological replicate 16'}, 'Accession': 'SAMN29132397', 'ID': '29132397'}"
SAMN07684984,"{'title': 'Glycine max Williams 82 Transcriptome - 090-I06 - 330PM', 'Identifiers': {'BioSample': 'SAMN07684984', 'SRA': 'SRS2839874', 'DOE Joint Genome Institute': 'Gp0239984'}, 'Organism': 'Glycine max', 'Attributes': {'ploidy': 'missing', 'propagation': 'missing', 'cultivar': 'Williams 82', 'host': 'not applicable'}, 'Accession': 'SAMN07684984', 'ID': '7684984'}"
SAMN36663989,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN36663989', 'Sample name': 'L1EGI2700939--D_12h_1', 'SRA': 'SRS18402097'}, 'Organism': 'Glycine max', 'Attributes': {'ID': '13', 'isolate': '13', 'cultivar': 'Zhonghuang 13', 'ecotype': 'Qingdao;Shandong', 'tissue': 'leaf'}, 'Accession': 'SAMN36663989', 'ID': '36663989'}"
SAMN11513559,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN11513559', 'Sample name': 'soybean_seed_40DAF_Rep3', 'SRA': 'SRS4676058'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'NN1138-2', 'age': '40 DAF', 'tissue': 'seed', 'replication': '3'}, 'Accession': 'SAMN11513559', 'ID': '11513559'}"
SAMN03473676,"{'title': 'Rag2 48h replicate 1', 'Identifiers': {'BioSample': 'SAMN03473676', 'SRA': 'SRS901715', 'GEO': 'GSM1655679'}, 'Organism': 'Glycine max', 'Attributes': {'genotype': 'Rag2', 'tissue': 'Leaf', 'trait': 'resistant'}, 'Accession': 'SAMN03473676', 'ID': '3473676'}"
SAMN39205271,"{'title': 'QS15544_paired_L108_R1', 'Identifiers': {'BioSample': 'SAMN39205271', 'Sample name': 'RNA_seq_sample_QS15544_RIL_7', 'SRA': 'SRS20030142'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Population QS15544', 'ecotype': 'Population QS15544', 'age': '25 days', 'tissue': 'Leaf tissue from V4 stage', 'population': 'QS15544'}, 'Accession': 'SAMN39205271', 'ID': '39205271'}"
