bioproject,stress,n,part,title,abstract,doi,pmid
PRJNA197251,maturation,51,seed: 16 | embryo: 14 | cotyledon: 11 | seed coat: 8 | endosperm: 1 | root: 1,Gene Expression Changes in the Development of the Soybean Seed-Early Maturation Stage,"We investigated soybean seed development because (1) soybean seeds are a major source of food and fuel, (2) soybean seeds have been an excellent system for studying the basic processes controlling seed development for over three decades, and (3) new soybean genomic resources, including the sequence of the soybean genome and the gene expression profiles for all seed compartments, tissues, and cell types, can be used to gain new insights into the regulatory processes required for seed differentiation. We sequenced messenger RNA populations of specific soybean seed compartments, which will provide new insights into gene expression that are important for “making a soybean seed.” Overall design: Seventeen compartments of the Early Maturation stage of the soybean seeds were analyzed. Three to four biological replicates were collected for each compartment.",10.1104/pp.15.00432,25963149
PRJNA197379,maturation,30,embryo: 30,Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos,"Soybean (Glycine max) seeds are an important source of seed storage compounds, including protein, oil, and sugar used for food, feed, chemical, and biofuel production. We assessed detailed temporal transcriptional and metabolic changes in developing soybean embryos to gain a systems biology view of developmental and metabolic changes and to identify potential targets for metabolic engineering. Two major developmental and metabolic transitions were captured enabling identification of potential metabolic engineering targets specific to seed filling and to desiccation. The first transition involved a switch between different types of metabolism in dividing and elongating cells. The second transition involved the onset of maturation and desiccation tolerance during seed filling and a switch from photoheterotrophic to heterotrophic metabolism. Clustering analyses of metabolite and transcript data revealed clusters of functionally related metabolites and transcripts active in these different developmental and metabolic programs. The gene clusters provide a resource to generate predictions about the associations and interactions of unknown regulators with their targets based on    guilt-by-association    relationships. The inferred regulators also represent potential targets for future metabolic engineering of relevant pathways and steps in central carbon and nitrogen metabolism in soybean embryos and drought and desiccation tolerance in plants. Overall design: Total mRNA profiles of 10 time course samples of Soybean developing embryos with three replicates per sample were generated by deep sequencing, using Illumina HiSeq 2000","10.1186/s12864-015-2108-x, 10.3390/biology2041311, 10.3390/metabo3020347","26572793, 24833227, 24957996"
PRJNA271595,"maturation,type",9,root: 9,Conserved Molecular Program for Root Development in Diverse Plants,"We define genome-wide temporal expression patterns of root development genes in seven vascular plants, enabling a detailed comparative analysis of the molecular development of a single organ across diverse species. Overall design: Measuring mRNA expression of the root development zones in 7 vascular plants.  Each measurement includes 3 biological replicates.",10.1105/tpc.15.00328,26265761
PRJNA339152,"maturation,type",42,leaf: 42,Molecular Analysis of Sink Limited Soybeans,"Soybean plants that do not produce a sink, such as depodded or male sterile plants, exhibit physiological and morphological changes during the reproductive stages, including increased levels of nitrogen and starch in the leaves and a delayed senescence. To identify transcriptional changes that occur in leaves of sink-limited plants, we used RNAseq to compare gene expression levels in trifoliate leaves from depodded and ms6 male sterile plants and control plants. In sink-limited tissues, we observed a deferral of the expression of senescence-associated genes and a continued high expression of genes associated with the maturity phase of leaf development. We identified GO-terms associated with growth and development and storage protein in sink limited tissues. We also identified that the bHLH. ARFs, and SBP transcription factors were expressed in sink limited tissues while the senescing control leaves expressed WRKY and NAC transcription factors.  We identified genes that were not expressed during normal leaf development but highly expressed in sink-limited plants, including the D4 “non-yellowing” gene.  These changes highlighted several metabolic pathways that were involved in distinct modes of resource parttioning in the “stay green” leaves. Overall design: Timecourse gene expression analysis of sink-limited soybean leaves. Gene expression was profiled from R2 growth stage (flowering) until the onset of leaf seenscence, and contrasted between mechanically and genetically sink-limited soybeans.",10.1111/pce.13030,28722115
PRJNA156281,methylation,3,cotyledon: 1 | root: 1 | shoot: 1,Glycine max Transcriptome or Gene expression,"Cytosine methylation is an important mechanism for dynamical regulation of gene expression and transposon mobility during plant developmental processes. Recently, the variation of DNA methylation has been described between wild type and DNA methylation-related mutants in Arabidopsis thaliana. However, the elaborate representation of soybean DNA methylomes remains lacking. Here, we described the epigenome maps of soybean root, stem, leaf, and cotyledon of developing seed at a single-base resolution. We confirmed the transcription start sites of genes using high-throughput sequencing and reported the DNA methylation patterns in gene and transposon regions. The correlation between gene expression and DNA methylation was revealed through transcriptome sequencing. We found CHH methylation may function in promotion of gene expression and ten cotyledon-preferred genes were identified CHH hypermethylated in cotyledon. Small RNA library sequencing showed that DNA methylation was enhanced by small RNAs not by strand-specific way, and the variation of DNA methylation between the organs was highly related with expression of small RNAs. Overall design: mRNA-Seq of roots, stems, leaves, and cotyledons of developing seeds",10.1093/mp/sst123,23966636
PRJNA165677,methylation,1,embryo: 1,Methylation Changes in Soybean Early Maturation Seed Parts,"Seeds are comprised of three majors parts of distinct parental origin: the seed coat, embryo, and endosperm.  The maternally-derived seed coat is important for nurturing and protecting the seeds during development.  By contrast, the embryo and the endosperm are derived from a double fertilization event, where one sperm fertilizes the egg to form the diploid zygote and the other sperm fertilizes the central cell to form the triploid endosperm.  Each seed parts undergo distinct developmental programs during seed development.  What methylation changes occurring in the different seed parts, if any, remains unknown. To uncover the possible role of DNA methylation in different parts of the seed, we characterized the methylome of three major parts of an early maturation stage seed: seed coat, embryonic cotyledons, and embryonic axis using Illumina sequencing. Overall design: Illumina sequencing of bisulfite-converted genomic DNA, transcripts, and small RNAs from three parts of an early maturation stage seed: seed coat (EM-SC), embryonic cotyledons (EM-COT), and embryonic axis (EM-AX).",10.1073/pnas.1716758114,29078418
PRJNA178155,methylation,12,leaf: 12,Single-base resolution DNA methylomes of soybean recombinant inbred lines reveals heritability patterns of natural methylation variants,The epigenomics approaches presented here provide the first comprehensive study of the patterns and heritability of methylation variants in a complex genetic population over multiple generations paving the way for understanding how methylation variants contribute to phenotypic variation. Overall design: MethylC-Seq and RNA-Seq data collected from Glycine max leaves of two parental lines of a RIL population and two individual RILs. Additionally gDNA-Seq was performed on the two parental lines [SRA060034].,10.1101/gr.152538.112,23739894
PRJNA258604,methylation,14,seed coat: 14,Methylation Affects Transposition and Splicing of a Large CACTA Transposable Element From a MYB Transcription Factor Regulating Anthocyanin Synthase (ANS) Genes in Soybean Seed Coats (RNA-Seq),"We determined the molecular basis of three soybean lines that vary in seed coat color at the R locus which is thought to encode a MYB transcription factor.  RM55-rm is homozygous for a mutable allele (rm) that specifies black and brown striped seeds; RM30-R* is a stable black revertant isoline derived from the mutable line; and RM38-r has brown seed coats due to a recessive r allele shown to translate a truncated MYB protein. Using long range PCR, 454 sequencing of amplicons, and whole genome re-sequencing, we determined that the variegated  RM55-rm line had a 13 kb CACTA subfamily transposon insertion (designated TgmR*) at a position 110 bp from the beginning of Intron2 of the R locus, Glyma09g36983. Although the MYB encoded by R was expressed at only very low levels in older seed coats of the black revertant RM30-R* line, it upregulated expression of anthocyanidin synthase genes (ANS2, ANS3) to promote the synthesis of anthocyanins. Surprisingly, the RM30-R* revertant also carried the 13 kb TgmR* insertion in Intron2. Using RNA-Seq, we showed that intron splicing was accurate, albeit at lower levels, despite the presence of the 13kb TgmR* element. As determined by whole genome methylation sequencing, we demonstrate that the TgmR* sequence was relatively more methylated in RM30-R* than in the mutable RM55-rm progenitor line. The stabilized and more methylated RM30-R* revertant line apparently lacks effective binding of a transposae to its subterminal repeats, thus allowing intron splicing to proceed resulting in sufficient MYB protein to stimulate anthocyanin production and thus black seed coats. In this regard, the TgmR* element in soybean resembles McClintock’s Spm-suppressible and change-of-state alleles of maize. This comparison explains the opposite effects of the TgmR* element on intron splicing of the MYB gene in which it resides depending on the methylation state of the element. Overall design: Differential RNA expression of anthocyanin pathway genes in the seed coats of two seed color lines: RM30-R* (black) and RM38-r (brown). The multiple gene expression analysis  was performed at five different stages of seed development which were chosen based on the fresh weight (fwt) of entire seeds: 100-200, 200-300, 300-400 and 400-500 mg with green cotyledons, and a later stage in which seed desiccation had initiated judging by the yellowing of cotyledons and a lower fresh weight of 300-400 mg",10.1371/journal.pone.0111959,25369033
PRJNA357655,methylation,6,leaf: 6,DNA methylome and transcriptome sequencing of wild and domesticated soybean,"Single-base resolution DNA methylation maps were generated for seven and nine accessions of wild and domesticated soybean, respectively, and compared with the transcriptomes to study the epigenetic and transcriptional fates of genes within and between Glycine species.",,
PRJNA373621,nitrogen,1,root: 1,Gene expression profiling of Glycine max William 82 - GmMinusN-b,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Nitrogen deprivation,,
PRJNA373622,nitrogen,1,root: 1,Gene expression profiling of Glycine max William 82 - GmMinusN-c,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Nitrogen deprivation,,
PRJNA373654,nitrogen,1,root: 1,Gene expression profiling of Glycine max William 82 - GmMinusN-e,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Nitrogen deprivation,,
PRJNA662487,nitrogen,6,root: 6,The effect of different nitrogen concentration treatments on soybean nodulation.,"Sterilized seeds were germinated in sterilized vermiculite. After 7 days, seedlings were inoculated with rhizobia (USDA110, OD600=0.8) for 2 hours prior to transplanting into nutrient solution containing 5000 uM or 50 uM N supplied as nitrate and ammonium (3:1). Nutrient solution pH was checked daily and adjusted to 5.8-6.0 as necessary with H2SO4 or KOH. Plants transferred to hydroponics solution were reared in growth chambers (day/night: 14 h/10 h). Roots were harvested five days after inoculation by combining three seedlings as one biological replicate. At each sampling time point, three biological replicates were harvested and quickly immersed in liquid nitrogen prior to being subjected to total RNA extraction and then RNA-seq analysis.",,
PRJNA674706,nitrogen,41,nodule: 21 | root: 20,Raw sequence reads of RNA-seq in Glycine max,to trace the dynamic gene expression of Glycine max under high-nitrogen treatment,,
PRJNA647268,nutrient,1,seed: 1,Glycine max isolate:A7-2 | cultivar:Glycine max Raw sequence reads,"To reveal the possible causes of the nutrients difference in soybeans A7 (containing low oil and high protein) and A35 (containing high oil and low protein), RNA-seq technology was performed to compare and identify the potential differential expressed genes (DEGs) at different seed developmental stages.",,
PRJNA662977,nutrient,2,leaf: 1 | root: 1,Gene expression responses to sequential nutrient deficiency stresses in soybean,"Throughout a growing season, plants experience a multitude of short periods of various abiotic stresses. These stress events have long-term impacts on plant performance and yield. It is imperative to improve our understanding of the genes and networks underlying plant stress tolerance to mitigate end of season yield loss. The majority of studies examining transcriptional changes induced by stress focus on single stress events. Few studies have been performed to examine the transcriptional response of plants exposed to sequential stress exposure, which better reflects field conditions. In this study, we examine the transcriptional profile of soybean plants exposed to iron deficiency stress followed by phosphate deficiency stress (-Fe-Pi). Comparing this response to previous studies, we identified a suite of genes unique to the novel sequential stress exposure (-Fe-Pi)",,
PRJEB20727,oxygen,12,root: 12,RNA-seq of hypoxic and normoxic soybean roots (cultivars: Embrapa 45 and BR 4),"RNA-sequencing of twelve treatments: two cultivars (Embrapa 45 and BR 4), two oxygen conditions [fully aerobic state (normoxy) and hypoxic], and three treatment sampling times (0.5h, 4h, and 28h). For each of twelve treatments, equimolar quantities of purified total RNA from roots of twelve plants [three biological replicates (four plantlets per replicate)] were pooled to result one library. After processing the twelve libraries (poly-A purification, fractionation, cDNA synthesis using random primers, and ligation to bar-coded adapters), fragments of 150–250 pb were isolated and multiplexed, resulting one sequencing library (a pooled of equimolar quantities from twelve initial libraries; each library with a specific barcode for further bioinformatic discrimination). Sequencing library was used to produce clusters for a 1 x 100 bp single end-sequencing run into one lane on a flow cell for sequencing in a Hi-Seq 2000 (Illumina).",,
PRJNA295411,"oxygen,drought",8,root: 8,Glycine max cultivar:Embrapa 48 Transcriptome or Gene expression,We evaluated the Individual and combinatory effect of elevated [CO2] and drought on root molecular responses in soybean.,,
PRJNA236472,ozone,16,flower: 8 | pod: 8,Glycine max cultivar:93B15 Transcriptome or Gene expression,"The sustainability of soybean growth is being significantly affected by increases in ozone concentration. Current increases in ozone concentrations have decreased soybean yields by ~15-25%. Furthermore, soybean plants differentiate many more floral buds than survive to mature pods. Studies have found that pod set can be as low as 20-40% under normal conditions. Generally, it is assumed that abortion rates can vary based on location in the canopy, source-sink relationship, hormone levels, shade, water status. However, the genetic controls of flower and pod abscission in soybean are largely unknown, and the effects of ozone on flower and pod abscission have not been thoroughly investigated. Due to the negative effects of ozone on yield, it is of critical importance to understand the genetic control behind soybean abortion. The objective of this study is to understand the gene expression patterns underpinning flower and pod abscission rates in soybean exposed to elevated ozone concentrations.",,
PRJNA254333,ozone,16,leaf: 16,RNA-seq analysis reveals genetic response and tolerance mechanisms to ozone exposure in soybean,"Oxidative stress caused by ground level ozone is a major contributor to yield loss in a number of important crop plants.  Soybean (Glycine max) is especially ozone sensitive, and research into its response to oxidative stress is limited.  To better understand the genetic response in soybean to oxidative stress, an RNA-seq analysis of two soybean cultivars was performed comparing an ozone intolerant cultivar and an ozone resistant cultivar after being exposed to ozone.  A cursory analysis of the transcriptome data revealed differences between cultivars in the expression levels of genes previously implicated in oxidative stress responses, indicating unique cultivar-specific responses.  An examination of the timing of gene responses over the course of ozone exposure showed expression of cuticle wax genes in the intolerant line over all sampled time points, whereas the tolerant line only expressed this pathway in the first time point.  The ozone tolerant cultivar has a thicker leaf structure and we believe this lends a passive benefit to the plant which the intolerant cultivar is attempting to supplement via cuticle wax synthesis.  These results suggest that differences in genetic responses work in concert with physiological differences to explain differences in ozone tolerance between soybean cultivars. Overall design: 16 total samples.  8 control, 8 at high ozone, 4 time points (30 minute increments starting 5 hours after introduction of ozone) .  Replicates were pooled at extraction.",10.1186/s12864-015-1637-7,26040850
PRJNA256960,parasite,12,leaf: 12,Transcriptomics of weed stress in soybean,"Research conducted, including the rationale: Weeds reduce yield in soybeans through incompletely defined mechanisms. The effects of weeds on the soybean transcriptome were evaluated in field conditions during four separate gR1.fastqing seasons. Methods: RNASeq data were collected from 6 biological samples of soybeans gR1.fastqing with or without weeds. Weed species and the methods to maintain weed free controls varied between years to mitigate treatment effects and to allow detection of general soybeans weed responses.  Key results: Soybean plants were not visibly nutrient or water stressed. We identified 55 consistently down-regulated genes in weedy plots. Many of the down-regulated genes were heat shock genes. Fourteen genes were consistently up-regulated. Several transcription factors including a PHYTOCHROME INTERACTING FACTOR 3-like gene (PIF3) were included among the up-regulated genes. Gene set enrichment analysis indicated roles for increased oxidative stress and jasmonic acid signaling responses during weed stress. Main conclusion: The relationship of this weed-induced PIF3 gene to genes involved in shade avoidance responses in arabidopsis provide evidence that this gene may be important in the response of soybean to weeds. These results suggest the weed-induced PIF3 gene will be a target for manipulating weed tolerance in soybean. Overall design: Samples were collected from two treatments (Control and Weedy) with six biological replicates (2008, 2009, and twop each for 2010 and 2011) for each treatment.",10.1111/nph.13351,25711503
PRJNA386612,parasite,1,leaf: 1,Glycine max Raw sequence reads,A parastic cluster of soybean and dodder was cultivated. Whether there is herbivory-induced systemic signaling from Cuscuta to the host plants were studied.,,
PRJNA393573,parasite,7,root: 7,RNA-seq data of soybean SKRP1 and AVR3C,"The process of RNA splicing influences many physiological processes including plant immunity. However, how plant parasites manipulate host RNA splicing process remains unknown. Here we demonstrate that PsAvr3c, an avirulence effector from oomycete plant pathogen Phytophthora sojae, physically binds to and stabilizes soybean (Glycine max) serine/lysine/arginine rich proteins GmSKRPs in vivo. The SKRPs are novel proteins that associate with spliceosome components, and are negative regulators of plant immunity. Analysis by RNA-seq data indicates that alternative splicing of pre-mRNAs from 401 soybean genes, including defense related genes, is altered in GmSKRP1 and PsAvr3c over-expressing lines compared to control plants. Representative splicing events mediated by GmSKRP1 and PsAvr3c are tested by infection assays or by transient expression in soybean plants. Our results show that a plant pathogen effector can reprogram host pre-mRNA splicing to promote disease, and we propose that pathogens evolved such strategies to defeat host immune systems. Overall design: three independent soybean SKRP1 over-expression lines, three AVR3C over-expression samples and three GFP control samples",10.1038/s41467-017-02233-5,29233978
PRJNA664992,parasite,20,root: 20,Soybean Mitogen Activated protein Kinases (MAPKs),Glycine max roots have been either engineered to overexpress or undergo RNAi of mitogen activated protein kinases (MAPKs) that have been shown to function during the defense response it has to the plant parasitic nematode Heterodera glycines (McNeece et al. 2019). The appropriate pRAP15-ccdB overexpression and pRAP17-ccdB RNAi control experiments have also been performed. The pRAP15 overexpression plasmid has been presented (Matsye et al. 2012). The pRAP17 RNAi plasmid has been presented (Klink et al. 2009). The root tissue used in the analysis is uninfected root tissue. The overexpression experiments have been performed in the G. max genotype G. max[Williams 82/PI 518671]. The RNAi experiments have been performed in the G. max genotype G. max[Peking/ PI 548402].,,
PRJNA373623,phosphorus,1,root: 1,Gene expression profiling of Glycine max William 82 - GmMinusP-a,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Phosphorous deprivation,,
PRJNA373624,phosphorus,1,root: 1,Gene expression profiling of Glycine max William 82 - GmMinusP-b,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Phosphorous deprivation,,
PRJNA373625,phosphorus,1,root: 1,Gene expression profiling of Glycine max William 82 - GmMinusP-c,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Phosphorous deprivation,,
PRJNA741780,phosphorus,12,leaf: 12,RNA-seq of soybean leaves under low phosphorus treatment,Identification of soybean phosphorous efficiency QTLs and genes using chlorophyll fluorescence parameters through GWAS and RNA-seq,,
PRJNA218830,photo,1,root: 1,Glycine max strain:Williams 82 Transcriptome or Gene expression,Two week old soybean roots grown in a dark setting and not treated with any phytohormone.,,
PRJNA219510,photo,162,leaf: 162,Transcriptome analysis of photoperiodic flowering in soybean.,"In order to identify candidate genes that are involved in soybean flowering transition in response to photoperiods, we performed RNA sequencing analysis under different photoperiod treatments. We identified genes exhibiting daily oscillation patterns under different photoperiod treatments, genes under control of maturity loci (E1, E2, E3 and E5), and genes that constitute the soybean flowering gene network. Overall design: RNA sequencing analysis was performed using Williams 82, Clark and four NILs in Clark that are polymorphic for E loci (E1, E2, E3 and E5), as well as the wild soybean Glycine soja, under different photoperiod treatments.",10.1371/journal.pone.0085754,24465684
PRJNA373626,potassium,1,root: 1,Gene expression profiling of Glycine max William 82 - GmMinusK-a,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Potassium deprivation,,
PRJNA373627,potassium,1,root: 1,Gene expression profiling of Glycine max William 82 - GmMinusK-b,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Potassium deprivation,,
PRJNA373628,potassium,1,root: 1,Gene expression profiling of Glycine max William 82 - GmMinusK-c,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Potassium deprivation,,
PRJNA373655,potassium,1,root: 1,Gene expression profiling of Glycine max William 82 - GmMinusK-e,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Potassium deprivation,,
PRJNA246058,salt,21,root: 21,Comprehensive characterization and RNA-Seq profiling of the HD-Zip transcription factor family in soybean (Glycine max) during dehydration and salt stress,"Background The homeodomain leucine zipper (HD-Zip) transcription factor family is one of the largest plant specific superfamilies, and includes genes with roles in modulation of plant growth and response to environmental stresses. Many HD-Zip genes are characterized in Arabidopsis (Arabidopsis thaliana), and members of the family are being investigated for abiotic stress responses in rice (Oryza sativa), maize (Zea mays), poplar (Populus trichocarpa) and cucumber (Cucmis sativus). Findings in these species suggest HD-Zip genes as high priority candidates for crop improvement. Results In this study we have identified members of the HD-Zip gene family in soybean cv. ''Williams 82'', and characterized their expression under dehydration and salt stress. Homology searches with BLASTP and Hidden Markov Model guided sequence alignments identified 101 HD-Zip genes in the soybean genome. Phylogeny reconstruction coupled with domain and gene structure analyses using soybean, Arabidopsis, rice, grape (Vitis vinifera), and Medicago truncatula homologues enabled placement of these sequences into four previously described subfamilies. Of the 101 HD-Zip genes identified in soybean, 88 exist as whole-genome duplication-derived gene pairs, indicating high retention of these genes following polyploidy in Glycine ~10 Mya. The HD-Zip genes exhibit ubiquitous expression patterns across 24 conditions that include 17 tissues of soybean. An RNA-Seq experiment performed to study differential gene expression at 0, 1, 6 and 12 hr soybean roots under dehydration and salt stress identified 20 differentially expressed (DE) genes. Several of these DE genes are orthologs of genes previously reported to play a role under abiotic stress, implying conservation of HD-Zip gene functions across species. Screening of HD-Zip promoters identified transcription factor binding sites that are overrepresented in the DE genes under both dehydration and salt stress, providing further support for the role of HD-Zip genes in abiotic stress responses. Conclusions We provide a thorough description of soybean HD-Zip genes, and identify potential candidates with probable roles in dehydration and salt stress. Expression profiles generated for all soybean genes, under dehydration and salt stress, at four time points, will serve as an important resource for the soybean research community, and will aid in understanding plant responses to abiotic stress. Overall design: We sequenced mRNA from soybean cv. Williams 82 root samples that includes three control samples (0 hr), and three biological replicates for each of the three time points 1, 6 and 12 hr under dehydration and salt stress",10.1186/1471-2164-15-950,25362847
PRJNA285880,salt,8,leaf: 8,Identifying salt stress-responsive miRNAs and their targets in soybean (mRNA),"MicroRNAs (miRNAs) play an important role as regulators of gene expression. In plants they affect a wide variety of biological process like growth, development and response to biotic and abiotic stress. Glycine max is one of the most important crop worldwide due to its rich protein and oil content. Drought and salt stress are the main abiotic stresses that affect soybean. Salt stress impacts the fisiology of the plants due to the damage in the photosynthetic rate, growth and development. This work aim to identify salt-stress responsive miRNAs and their respective targets in Glycine max using high-throughput RNA sequencing technology. Overall design: Four mRNAseq libraries from soybean leaves. Each library consist in a pool of three different plants treated with 200mM of NaCl or control. The libraries were contructed in duplicates.",10.1590/1678-4685-gmb-2016-0055,28257523
PRJNA360609,salt,8,seedling: 8,Transgenic and conventional cultivar comparison in response to salt stress,"Soybean is one of the main sources of oil worldwide. Salinity severely affect its yield. GmSIN1 is a NAC transcription factor coding gene. Its overexpression (OE) transgenic lines greatly improved the yield in both common and saline fields. This study focuses on founding changes genes between GmSIN1 OE transgenic seedlings and control seedlings under salt stress or non-salt stress conditions. Illumina Solexa sequencing platform was used for the comparative analysis of transcriptome profiles in the roots and leaves of GmSIN1 OE transgenic seedlings and WEI6823 (control) seedlings under mock or 150 mM NaCl treatment for 6 hrs. Overall design: A total of 8 samples was analyzed. Two soybean genotypes, 2 treatment and 2 biological replicates per condition were used.",10.1105/tpc.18.00662,31227558
PRJNA373632,salt,1,root: 1,Gene expression profiling of Glycine max William 82 - GmSalinity-a,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under high salinity (60mM Nacl),,
PRJNA373633,salt,1,root: 1,Gene expression profiling of Glycine max William 82 - GmSalinity-b,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under high salinity (60mM Nacl),,
PRJNA373634,salt,1,root: 1,Gene expression profiling of Glycine max William 82 - GmSalinity-c,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under high salinity (60mM Nacl),,
PRJNA726519,salt,24,leaf: 12 | root: 12,Next Generation Sequencing Quantitative Analysis of soybean seeds Transcriptomes,"To investigate the regulatory mechanisms of GmNFYA in salt stress, leaves and roots of transgenic plants and JACK plants were collected for RNA extraction and sequencing. Clean reads of RNA-sequencing were mapped to soybean genome and genes that had a 2 fold increase or 50% decrease, compared to JACK, were defined as differential expressed genes (DEGs). Overall design: mRNA profiles of soybean leaf and roots. Wild type (Jack) and GmNFYA overexpressing soybean.",10.1111/pbi.13668,34265872
PRJNA741583,salt,6,shoot: 6,RNA-Seq of cultivated soybean under salt stress,"In order to explore the molecular mechanism of soybean shoots in response to salt stress, the shoot (including stems and leaves) of cultivated soybean seedlings under normal or NaCl treatment was used for the transcriptome sequencing (RNA sequencing, RNA-seq).",,
PRJNA766706,salt,2,root: 2,Root transcriptome comparison of salt-tolerant cultivar QH34 and salt-sensitive cultivar DN50,"Soil salinity is one of the primary causes hampering the productivity of soybean. Breeding soybean for high tolerance to high slat conditions is important for increasing its production. To compensate for the lack of information about the molecular mechanism involved in soybean response to salt stress, comparative analysis of time-series root transcriptomic data between two soybean cultivars with distinct salt sensitivity were performed.",,
PRJNA797227,salt,12,leaf: 12,E2 reponse to salt,Molecular design breeding of early maturity and salt stress tolerance in soybean,,
PRJNA248556,"salt,drought",4,leaf: 4,Melatonin enhances plant growth and abiotic stress tolerance in soybean plants,"Melatonin is a well-known agent that plays multiple roles in animals. Its possible function in plants is less clear. In the present study, we tested the effect of melatonin (N-acetyl-5-methoxytryptamine) on soybean growth and development. Both spraying of leaves and seed-coating with melatonin significantly promoted soybean growth as judged from leaf size and plant height. This enhancement was also observed in soybean production and their fatty acid content. Melatonin increased pod number, seed number and seed weight. However, the 100-seed weight was not influenced by melatonin application. Melatonin also improved soybean tolerance to salt and drought stresses. Transcriptome analysis revealed that melatonin up-regulated the expression of many genes and alleviated the inhibitory effects of salt stress on gene expressions. Further detailed analysis of the affected pathways documents that melatonin likely achieved its promotional roles in soybean through enhancement of genes involved in cell division, photosynthesis, carbohydrate metabolism, fatty acid biosynthesis and ascorbate metabolism. Our results demonstrate that melatonin has significant potential for improving of soybean growth and seed production. Further study should uncover more about the molecular mechanisms of melatonin’s function in soybeans and other crops. Overall design: Four different treatments were chosen, water, salt, 100µM melatonin and salt plus 100µM melatonin. The comparison of salt/melatonin-treated sample versus water-treated sample reveals salt or melatonin induced transcriptome changes. The comparison of melatonin plus salt treated sample versus salt-treated sample reveals melatonin induced changes when salt exists.",10.1093/jxb/eru392,25297548
PRJNA757564,sulfur,6,leaf: 6,Transcriptome Analysis of Soybean in Response to Different Sulfur concentrations,,,
PRJNA149185,type,2,shoot: 2,Transcript profiling reveals expression differences in wild-type and glabrous soybean lines,"Two high throughput transcript sequencing methods, Digital Gene Expression (DGE) Tag Profiling and RNA-Seq, were used to compare the transcriptional profiles in wild-type (cv. Clark standard, CS) and a mutant (cv. Clark glabrous, i.e., trichomeless or hairless, CG) soybean isoline that carries the dominant P1 allele. DGE data and RNA-Seq data were mapped to the cDNAs (Glyma models) predicted from the reference soybean genome, Williams 82. Extending the model length by 250 bp at both ends resulted in significantly more matches of authentic DGE tags indicating that many of the predicted gene models are prematurely truncated at the 5' and 3' UTRs. The genome-wide comparative study of the transcript profiles of the wild-type versus mutant line revealed a number of differentially expressed genes. One highly-expressed gene, Glyma04g35130, in wild-type soybean was of interest as it has high homology to the cotton gene GhRDL1 gene that has been identified as being involved in cotton fiber initiation and is a member of the BURP protein family. Sequence comparison of Glyma04g35130 among Williams 82 with our sequences derived from CS and CG isolines revealed various SNPs and indels including addition of one nucleotide C in the CG and insertion of ~60 bp in the third exon of CS that causes a frameshift mutation and premature truncation of peptides in both lines as compared to Williams 82. Overall design: 2 samples examined: Clark standard (wild type) and Clark glabrous (soybean hairless mutant)",10.1186/1471-2229-11-145,22029708
PRJNA213009,type,12,leaf: 12,Genes Differentially Expressed in Slow Wilting Phenotypes under a High Vapor Pressure Deficit,"The purpose of this study is to compare transcriptome profiles of one fast wilting and two slow wilting genotypes under low- and high- vapor pressure deficit Experiments: Five differential expression analyses were performed. 1. Differences within the Hutchesen line for slow and fast wilting; 2. Differences within the PI471938 line for slow and fast wilting; 3. Differences within the PI416937 line for slow and fast wilting; Differences between Hutchesen, PI471938 and PI416937 (regardless of pheotype); 5. Comparison between all lines and all pheotypes Methods: RNASeq data was generated using the Illumina HiSeq. Data passing quality control was processed as follows: Alignment to reference genome Gmax_109 using Tophat2 followed by the Tuxedo pipeline (cufflinks, cuffmerge, cuffdiff). Overall design: Three cultivars, (wild-type Hutchesen and two parentla lines - PI471938 and PI416937; two conditions (normal and slow-wilting); two reps each for a total of 12 samples",10.1371/journal.pone.0139134,26427064
PRJNA252095,type,2,pod: 2,Transcriptomic analysis of wild-type (WT) and curled-cotyledon(cco) mutant in soybean,"Soybean is one of the most economically important crops in the world. The cotyledon is the nutrient storage area in seeds, and it is critical for seed quality and yield. Cotyledon mutants are important for the genetic dissection of embryo patterning and seed development.Here, we characterised a soybean curled-cotyledon (cco) mutant. Compared with wild-type (WT), the entire embryos of cco mutant resembled the “tail of swallow”. To explore the molecular mechanisms underlying soybean cotyledon development, we executed RNA-Seq using the Illumina HiSeq2000 system. Overall design: Pods at 7DAF collected from WT and cco were analyzed by RNA-seq.","10.3389/fpls.2020.593999, 10.1186/1471-2164-15-510","33505408, 24952381"
