biosample,acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,biosamplemodel_sam,collection_date_sam,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,ena_first_public_run,ena_last_update_run,sample_name_sam,datastore_filetype,datastore_provider,datastore_region,run_file_version,random
SAMN31100647,SRR21764329,RNA-Seq,SHENYANG AGRICULTURAL UNIVERSITY,public,SRX17759496,Race4-5dpi-3,Illumina NovaSeq 6000,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS15286867,Glycine max,SRP400385,2023-06-30,PRJNA885623,2222.0,,300.0,7326.0,,Race4-5dpi-3,[Plant],,China,Asia,[China: Shenyang],,,,"[run.zq, sra, fastq]","[ncbi, s3, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.469048153565927
SAMN09715784,SRR7593429,RNA-Seq,GEO,public,SRX4458425,GSM3306637,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595964,Glycine max,SRP155262,2021-07-26,PRJNA482870,413.0,,100.0,1307.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.468997967312522
SAMN22371171,SRR16468408,RNA-Seq,"HORTICULTURE AND CROP SCIENCE, OHIO STATE UNIVERSITY",public,SRX12671799,GSM5629911,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS10623376,Glycine max,SRP341921,2022-04-01,PRJNA772253,1742.0,,293.0,5262.0,,GSM5629911,,,,,,,,,"[sra, fastq, run.zq]","[gs, s3, ncbi]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.468972503246344
SAMN34272525,SRR24235217,RNA-Seq,GUANGZHOU UNIVERSITY,public,SRX20031391,W82-Mock-3,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS17370771,Glycine max,SRP433660,2023-05-10,PRJNA957910,1958.0,,300.0,6442.0,,mRNA_W82-Mock-3,[Plant],,China,Asia,[China],,,,"[fastq, sra, run.zq]","[gs, ncbi, s3]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.468961739530646
SAMN36630204,SRR25360843,RNA-Seq,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",public,SRX21100300,GSM7653619,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS18369509,Glycine max,SRP450502,2023-07-23,PRJNA996630,2022.0,,300.0,6684.0,,GSM7653619,,,uncalculated,uncalculated,[missing],,,,"[fastq, sra, run.zq]","[s3, ncbi, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.468931949644557
SAMN16807201,SRR13065124,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX9513127,YF1HT-2,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS7721337,Glycine max,SRP292335,2020-11-30,PRJNA677945,2526.0,,300.0,6755.0,,YHT2,[Plant],,China,Asia,[China:Anhui],,,,"[sra, run.zq, fastq]","[gs, ncbi, s3]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.46892983327565
SAMN11371502,SRR8868875,RNA-Seq,GEO,public,SRX5655933,GSM3714656,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS4600836,Glycine max,SRP191510,2019-04-11,PRJNA531615,755.0,,47.0,1013.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.468876000869224
SAMN32153433,SRR22823461,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18782820,C38,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16216783,Glycine max,SRP412906,2023-10-10,PRJNA910939,2278.0,,300.0,5989.0,,seed24,[Plant],,China,Asia,[China:Heilongjiang],,,,"[run.zq, fastq, sra]","[ncbi, s3, gs]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.4688144594994
SAMN21359793,SRR15899279,RNA-Seq,USDA,public,SRX12189771,G4_PI464877_Root_Suf_Rep3,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167619,Glycine max,SRP336396,2021-11-03,PRJNA706999,392.0,,128.0,2678.0,,GORS4-3,[Plant],,China,Asia,[China],,,,"[run.zq, sra]","[ncbi, gs, s3]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.468807748769875
SAMN16424525,SRR12824695,RNA-Seq,SHANGHAI ACADEMY OF AGRICULTURAL SCIENCES,public,SRX9292334,R20,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS7519059,Glycine max,SRP287364,2021-12-14,PRJNA668549,3765.0,,200.0,5502.0,,I055,[Plant],,China,Asia,[China:Nanjing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.468637171359857
SAMN19243713,SRR14615523,RNA-Seq,IOWA STATE UNIVERSITY,public,SRX10957313,24-S78,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS9035583,Glycine max,SRP320877,2021-06-30,PRJNA730888,1312.0,,298.0,3107.0,,24-S78,[Plant],,USA,North America,[USA: Wisconsin-4],,,,"[fastq, sra, run.zq]","[ncbi, s3, gs]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.468597601460349
SAMN22841263,SRR18100617,RNA-Seq,USDA,public,SRX14251427,G1_120min_Rep2_Leaf_Suf,Illumina HiSeq 3000,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10902973,Glycine max,SRP344348,2022-06-01,PRJNA776648,216.0,,84.0,2204.0,,G1_T2_R2_LS,[Plant],[2019-12-04],USA,North America,[USA],,,,"[bam, run.zq, sra]","[s3, ncbi, gs]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.468485651507445
SAMN09513381,SRR7447742,RNA-Seq,THE OHIO STATE UNIVERSITY,public,SRX4318273,SL209621,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS3480858,Glycine max,SRP151542,2019-07-25,PRJNA478334,260.0,,200.0,712.0,,SL209621,[Plant],,USA,North America,[USA: Ohio],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.468432551356452
SAMN09078193,SRR7124242,RNA-Seq,GEO,public,SRX4045310,GSM3132232,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3262726,Glycine max,SRP144662,2018-05-08,PRJNA464061,1981.0,,126.0,5786.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.468398705451389
SAMN19588561,SRR14744589,RNA-Seq,CHINA AGRICULTURAL UNIVERSITY,public,SRX11079154,b1,Illumina HiSeq 2000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS9144976,Glycine max,SRP322940,2021-12-01,PRJNA735557,2089.0,,300.0,6153.0,,b1,[Plant],,China,Asia,[China:Heilongjiang],,,,"[sra, run.zq, fastq]","[s3, ncbi, gs]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.468397096329064
SAMN29470428,SRR19917160,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX15959728,Root_S113_1.fq.gz,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS13646072,Glycine max,SRP384513,2022-07-01,PRJNA854816,2350.0,,300.0,8129.0,,5,[Plant],,China,Asia,[China:Heilongjiang],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.468330437861389
SAMN09716429,SRR7592936,RNA-Seq,GEO,public,SRX4457932,GSM3306144,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595473,Glycine max,SRP155262,2021-07-26,PRJNA482870,342.0,,100.0,1118.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.468316206024684
SAMN19245844,SRR14614698,RNA-Seq,IOWA STATE UNIVERSITY,public,SRX10956936,39-S39,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS9035206,Glycine max,SRP320860,2021-06-30,PRJNA730918,1589.0,,300.0,4274.0,,39-S39,[Plant],,USA,North America,[USA: Iowa-39],,,,"[sra, fastq, run.zq]","[ncbi, gs, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.468046166583796
SAMN20525557,SRR15368006,RNA-Seq,THE CHINESE UNIVERSITY OF HONG KONG,public,SRX11670447,Light-grown hypocotyl RNAseq rep2,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS9702565,Glycine max,SRP331500,2022-05-14,PRJNA751745,6319.0,,298.0,19927.0,,Light-grown hypocotyl RNAseq rep2,[Plant],,China,Asia,[China:HongKong],,,,"[sra, run.zq, fastq]","[ncbi, gs, s3]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.467922780656875
SAMN30879607,SRR21598478,RNA-Seq,LUIZ DE QUEIROZ COLLEGE OF AGRICULTURE,public,SRX17600125,20,Illumina HiSeq 4000,PAIRED,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS15136849,Glycine max,SRP396930,2022-09-16,PRJNA879726,2044.0,,300.0,6871.0,,20-2,[Plant],,Brazil,South America,[Brazil],,,,"[fastq, run.zq, sra]","[gs, s3, ncbi]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.467870948821828
SAMN31541873,SRR22116618,RNA-Seq,"COLLEGE OF ECOLOGY,LANZHOU UNIVERSITY",public,SRX18096357,Gm_Ce_3,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS15599347,Glycine max,SRP405551,2022-11-01,PRJNA896318,1967.0,,300.0,6201.0,,Gm_Ce_3,[Plant],,uncalculated,uncalculated,[not collected],,,,"[run.zq, fastq, sra]","[s3, ncbi, gs]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.467710021478768
SAMN14752292,SRR11637824,RNA-Seq,GUANGZHOU UNIVERSITY,public,SRX8201655,lux1lux2-1-rep3,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS6559764,Glycine max,SRP259022,2021-01-27,PRJNA628851,1591.0,,300.0,5149.0,,lux1lux2-1-rep3,[Plant],,China,Asia,[China:Guangzhou],,,,"[run.zq, fastq, sra]","[gs, s3, ncbi]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.467701999230646
SAMN07130388,SRR5569820,RNA-Seq,GEO,public,SRX2829013,GSM2628307,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2204581,Glycine max,SRP107212,2018-05-31,PRJNA386934,1158.0,,125.0,3714.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.46744714800511
SAMN08461533,SRR6796779,RNA-Seq,"INSTITUTE OF GENETICS AND DEVELOPMENTAL BIOLOGY , CHINESE ACADEMY OF SCIENCE",public,SRX3755692,ACC-076,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS3011465,Glycine max,SRP133798,2018-08-21,PRJNA432760,2568.0,,250.0,7755.0,,ACC-076_RNAseq,[Plant],,South Korea,Asia,[South Korea:Cheju],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.467446621156222
SAMN23131698,SRR18115572,RNA-Seq,USDA,public,SRX14266094,HGgroup_GLU1_Root_Rep4_Bucket2,Illumina NovaSeq 6000,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS11064726,Glycine max,SRP345958,2022-12-01,PRJNA777456,33.0,,84.0,401.0,,GLU1_R_R4_B2_HG_P2_ln1,[Plant],[2021-01-30],USA,North America,[USA],,,,"[bam, sra, run.zq]","[s3, ncbi, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.467393985000654
SAMN37946971,SRR26497555,RNA-Seq,INSTITUTE OF BOTANY,public,SRX22201381,R217-B-3,Illumina NovaSeq 6000,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS19256842,Glycine max,SRP468132,2023-10-24,PRJNA1031595,4061.0,,300.0,7505.0,,R217_B_3,[Plant],[2022-11-20],China,Asia,[China],,,,"[sra, fastq, run.zq]","[ncbi, s3, gs]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.467328987501894
SAMN29914725,SRR20480234,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX16504077,NN-CK-0h-3,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS14139151,Glycine max,SRP387693,2022-07-23,PRJNA861407,1747.0,,300.0,5695.0,,NN-CK-0h-3,[Plant],,China,Asia,[China: Nanjing],,,,"[sra, fastq, run.zq]","[s3, ncbi, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.46730716987416
SAMN09513331,SRR7447707,RNA-Seq,THE OHIO STATE UNIVERSITY,public,SRX4318309,SL209595,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS3480893,Glycine max,SRP151542,2019-07-25,PRJNA478334,44.0,,200.0,124.0,,SL209595,[Plant],,USA,North America,[USA: Ohio],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.467121983634764
SAMN05937018,SRR4448078,RNA-Seq,GEO,public,SRX2266570,GSM2359187,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS1757817,Glycine max,SRP092002,2017-04-03,PRJNA350330,2929.0,,100.0,4549.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.467121854274456
SAMN10721182,SRR8427393,RNA-Seq,SOUTH DAKOTA STATE UNIVERSITY,public,SRX5235234,PI518671_treatment_control_5d_R3,Illumina HiSeq 3000,SINGLE,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS4238951,Glycine max,SRP178193,2019-04-22,PRJNA514200,775.0,,99.0,2102.0,,47,[Plant],,USA,North America,[USA: Brookings in South Dakota],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",2.0,0.467012080766165
SAMN07337670,SRR5813843,RNA-Seq,GEO,public,SRX2992336,GSM2698473,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2344282,Glycine max,SRP111409,2018-01-12,PRJNA393573,2894.0,,300.0,7613.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.46693491668811
SAMN36630209,SRR25360848,RNA-Seq,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",public,SRX21100295,GSM7653614,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS18369504,Glycine max,SRP450502,2023-07-23,PRJNA996630,2187.0,,300.0,7248.0,,GSM7653614,,,uncalculated,uncalculated,[missing],,,,"[sra, run.zq, fastq]","[s3, ncbi, gs]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.466931377942109
SAMN40001430,SRR28205763,RNA-Seq,ZHEJIANG UNIVERSITY,public,SRX23817911,S1A_2,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS20640370,Glycine max,SRP493011,2024-06-01,PRJNA1078438,2833.0,,297.0,8992.0,,S1A_2,[Plant],[2023-09-01],China,Asia,[China: Zhejiang],,,,"[sra, run.zq, fastq]","[ncbi, gs, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.466798374006065
SAMN27921927,SRR18957901,RNA-Seq,OREGON STATE UNIVERSITY,public,SRX15035062,GSM6070423,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS12781727,Glycine max,SRP372583,2022-07-07,PRJNA832802,2660.0,,302.0,6478.0,,GSM6070423,,,,,,,,,"[run.zq, fastq, sra]","[gs, s3, ncbi]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.466435144752187
SAMN30215957,SRR21043011,RNA-Seq,SOUTH CHINA AGRICULTURAL UNIVERSITY,public,SRX17058386,GZ1-A-1,Illumina NovaSeq 6000,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,ILLUMINA,SRS14642398,Glycine max,SRP392080,2022-08-14,PRJNA867574,1954.0,,298.0,6517.0,,GFHGE,[Plant],,China,Asia,"[China: Guangdong, Guangzhou1]",,,,"[sra, fastq, run.zq]","[s3, gs, ncbi]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.466067376906848
SAMN00265086,SRR203365,RNA-Seq,GEO,public,SRX062332,GSM721732,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS192971,Glycine max,SRP006767,2011-05-17,PRJNA140081,738.0,,76.0,1418.0,,GSM721732: Stem,,,,,,,,,"[Illumina_native, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",3.0,0.46605234712411
SAMN07190356,SRR5643360,RNA-Seq,UNIVERSITY OF NEBRASKA-LINCOLN,public,SRX2881543,U06-625083_low Fe_0 Bic_R3,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS2250245,Glycine max,SRP108540,2017-06-02,PRJNA389118,830.0,,100.0,1185.0,,083_lowFe_0Bic_R3,[Plant],,USA,North America,[USA],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.466038401187887
SAMN31018531,SRR21709657,RNA-Seq,SHENYANG AGRICULTURAL UNIVERSITY,public,SRX17707097,EV-2,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS15237635,Glycine max,SRP399612,2023-06-30,PRJNA884304,2303.0,,300.0,7250.0,,EV-2,[Plant],,China,Asia,[China: Shenyang],,,,"[fastq, run.zq, sra]","[s3, ncbi, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.465987266441964
SAMN16295009,SRR12744736,RNA-Seq,NORTHEAST FORESTRY UNIVERSITY,public,SRX9217190,Jack-E-1,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS7451030,Glycine max,SRP285849,2020-10-06,PRJNA666499,2599.0,,300.0,6738.0,,JE1,[Plant],,China,Asia,[China: Harbin],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.465936297515132
SAMN09078252,SRR7124303,RNA-Seq,GEO,public,SRX4045371,GSM3132293,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3262796,Glycine max,SRP144662,2018-05-08,PRJNA464061,3697.0,,252.0,11250.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.465698077343121
SAMN15648214,SRR12328674,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828484,a13-16,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092764,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P189,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.465235623070975
SAMN19243736,SRR14615546,RNA-Seq,IOWA STATE UNIVERSITY,public,SRX10957290,47-S101,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS9035560,Glycine max,SRP320877,2021-06-30,PRJNA730888,1192.0,,298.0,2861.0,,47-S101,[Plant],,USA,North America,[USA: Indiana-11],,,,"[sra, run.zq, fastq]","[ncbi, gs, s3]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.4651875536292
SAMN19473474,SRR14698808,RNA-Seq,HARBIN NORMAL UNIVERSITY,public,SRX11037106,Alkaline+SL3,BGISEQ-500,PAIRED,RANDOM,TRANSCRIPTOMIC,BGISEQ,SRS9106795,Glycine max,SRP322090,2023-06-30,PRJNA734138,3891.0,,150.0,6595.0,,AS3,[Plant],,China,Asia,[China: Harbin],,,,"[fastq, run.zq, sra]","[ncbi, gs, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.465150307751668
SAMN15455606,SRR12190325,RNA-Seq,SOUTHERN UNIVERSITY OF SCIENCE AND TECHNOLOGY,public,SRX8704190,mRNA_TL_coat_rep3,HiSeq X Ten,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS6981769,Glycine max,SRP271191,2020-10-27,PRJNA644259,6319.0,,200.0,10124.0,,mRNA_TL_coat_rep3,[Plant],,China,Asia,[China: Beijing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.465113466533236
SAMN09715894,SRR7593369,RNA-Seq,GEO,public,SRX4458365,GSM3306577,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595906,Glycine max,SRP155262,2021-07-26,PRJNA482870,298.0,,100.0,932.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.465095041816871
SAMN17205604,SRR13345323,RNA-Seq,GUANGZHOU UNIVERSITY,public,SRX9771480,CB-15D-leaf_rep1,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,ILLUMINA,SRS7959163,Glycine max,SRP300102,2021-04-07,PRJNA689321,2866.0,,300.0,8619.0,,7,[Plant],,uncalculated,uncalculated,[not applicable],,,,"[fastq, sra, run.zq]","[s3, ncbi, gs]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.464934137606718
SAMN03169137,SRR1657445,RNA-Seq,USDA-ARS-ARS,public,SRX763908,PET_0h_rep1,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS748281,Glycine max,SRP050050,2015-01-01,PRJNA266538,78.0,,51.0,127.0,,1P0,[Plant],,USA,North America,[USA],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.464866740983438
SAMN09862044,SRR7718941,RNA-Seq,GEO,public,SRX4575850,GSM3346370,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3690576,Glycine max,SRP158335,2019-09-03,PRJNA486673,1681.0,,126.0,5231.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.464845928147331
SAMN03014480,SRR1564163,RNA-Seq,UNIVERSITY OF GEORGIA,public,SRX691344,PI416937_6_HrsRep2,Illumina HiSeq 2000,SINGLE,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS693784,Glycine max,SRP045932,2014-09-03,PRJNA259941,404.0,,50.0,928.0,,,[Plant],[2012-09-07],uncalculated,uncalculated,[missing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.464775671848655
SAMN02261685,SRR942073,RNA-Seq,GEO,public,SRX327006,GSM1193710,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS463403,Glycine max,SRP028137,2015-07-22,PRJNA213009,774.0,,100.0,1247.0,,,,,,,,,,,[sra],"[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",2.0,0.464774728747633
SAMN38636099,SRR27128424,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX22810408,V3_Z_CK_3 h_1,MGISEQ-2000RS,PAIRED,Oligo-dT,TRANSCRIPTOMIC,BGISEQ,SRS19792361,Glycine max,SRP476358,2023-12-07,PRJNA1048376,4598.0,,300.0,7277.0,,V3_Z_CK_3 h_1,[Plant],[2021-07-10],China,Asia,[China:Harbin],,,,"[run.zq, sra, fastq]","[gs, s3, ncbi]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.464675141384301
SAMN39334576,SRR27482337,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX23153641,GSM8010186,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS20104192,Glycine max,SRP482932,2024-01-18,PRJNA1063219,1494.0,,293.0,5012.0,,GSM8010186,,,uncalculated,uncalculated,[missing],,,,"[fastq, sra, run.zq]","[gs, ncbi, s3]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.464574591090976
SAMN13386938,SRR10530613,RNA-Seq,HENAN AGRICULTURAL UNIVERSITY,public,SRX7214587,BG_HP_RS_R2,Illumina HiSeq 4000,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,ILLUMINA,SRS5717384,Glycine max,SRP233239,2019-11-27,PRJNA591736,4903.0,,300.0,12499.0,,BG_HP_RS_R2,[Plant],,China,Asia,[China: Nanjing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.464490289420181
SAMN17976293,SRR13735637,RNA-Seq,"NORTHEAST INSTITUTE OF GEOGRAPHY AND AGROECOLOGY, CHINESE ACADEMY OF SCIENCES",public,SRX10123169,soybean WT2,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS8277649,Glycine max,SRP306935,2021-03-09,PRJNA702619,3328.0,,297.0,8363.0,,T02,[Plant],,China,Asia,[China: Heilongjiang],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.464430385776288
SAMN41829205,SRR29409052,RNA-Seq,KANSAS STATE UNIVERSITY,public,SRX24922497,Soybean204,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS21628156,Glycine max,SRP513876,2024-06-20,PRJNA1123857,1113.0,,74.0,2941.0,,SB204,[Plant],[2021-06-15],USA,North America,[USA],,,,"[sra, run.zq, fastq]","[s3, gs, ncbi]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.464367523045805
