biosample,control,stress,drought,bacteria,inoculated,flood,deficit,infest,pathogen,acid,fungal,sporus
SAMN21359862,{},"{'attributes': '[{k=bases, v=4428221545}, {k=bytes, v=1785993608}, {k=run_file_create_date, v=2021-10-30T20:34:00.000Z}, {k=accession_sam, v=PI 068685}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 3 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=265}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Deficient iron}, {k=primary_search, v=21359862}, {k=primary_search, v=706999}, {k=primary_search, v=G15_PI68685_Root_Def_Rep3}, {k=primary_search, v=GORD15-3}, {k=primary_search, v=GORD15-3.fastq.gz}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359862}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR16641030}, {k=primary_search, v=SRS10167695}, {k=primary_search, v=SRX12841772}]', 'jattr': ""{'bases': '4428221545', 'bytes': '1785993608', 'run_file_create_date': '2021-10-30T20:34:00.000Z', 'accession_sam': 'PI 068685', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 3 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': '265', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Deficient iron', 'primary_search': ['21359862', '706999', 'G15_PI68685_Root_Def_Rep3', 'GORD15-3', 'GORD15-3.fastq.gz', 'PRJNA706999', 'SAMN21359862', 'SRP336396', 'SRR16641030', 'SRS10167695', 'SRX12841772']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': '265', 'accession': 'PI 068685', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 3 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359863,{},"{'attributes': '[{k=assemblyname, v=GCA_000004515.4}, {k=bases, v=494011741}, {k=bytes, v=70697895}, {k=run_file_create_date, v=2021-09-14T19:35:00.000Z}, {k=accession_sam, v=PI 054854}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 1 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=No. 168}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Sufficient iron}, {k=primary_search, v=21359863}, {k=primary_search, v=706999}, {k=primary_search, v=G16_PI54854_Root_Suf_Rep1}, {k=primary_search, v=GORS16-1}, {k=primary_search, v=GORS16-1_R_sort.bam}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359863}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR15899202}, {k=primary_search, v=SRS10167696}, {k=primary_search, v=SRX12189848}]', 'jattr': ""{'assemblyname': 'GCA_000004515.4', 'bases': '494011741', 'bytes': '70697895', 'run_file_create_date': '2021-09-14T19:35:00.000Z', 'accession_sam': 'PI 054854', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 1 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'No. 168', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'primary_search': ['21359863', '706999', 'G16_PI54854_Root_Suf_Rep1', 'GORS16-1', 'GORS16-1_R_sort.bam', 'PRJNA706999', 'SAMN21359863', 'SRP336396', 'SRR15899202', 'SRS10167696', 'SRX12189848']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'No. 168', 'accession': 'PI 054854', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Sufficient iron', 'biological_replicate': 'Rep 1 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359864,{},"{'attributes': '[{k=bases, v=2229259815}, {k=bytes, v=925958034}, {k=run_file_create_date, v=2021-10-30T20:41:00.000Z}, {k=accession_sam, v=PI 054854}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 2 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=No. 168}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Sufficient iron}, {k=primary_search, v=21359864}, {k=primary_search, v=706999}, {k=primary_search, v=CORONAVIRIDAE}, {k=primary_search, v=G16_PI54854_Root_Suf_Rep2}, {k=primary_search, v=GORS16-2}, {k=primary_search, v=GORS16-2.fastq.gz}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359864}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR16641006}, {k=primary_search, v=SRS10167697}, {k=primary_search, v=SRX12841796}]', 'jattr': ""{'bases': '2229259815', 'bytes': '925958034', 'run_file_create_date': '2021-10-30T20:41:00.000Z', 'accession_sam': 'PI 054854', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 2 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'No. 168', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'primary_search': ['21359864', '706999', 'CORONAVIRIDAE', 'G16_PI54854_Root_Suf_Rep2', 'GORS16-2', 'GORS16-2.fastq.gz', 'PRJNA706999', 'SAMN21359864', 'SRP336396', 'SRR16641006', 'SRS10167697', 'SRX12841796']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'No. 168', 'accession': 'PI 054854', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Sufficient iron', 'biological_replicate': 'Rep 2 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359865,{},"{'attributes': '[{k=bases, v=2246035583}, {k=bytes, v=931945454}, {k=run_file_create_date, v=2021-10-30T20:33:00.000Z}, {k=accession_sam, v=PI 054854}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 3 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=No. 168}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Sufficient iron}, {k=primary_search, v=21359865}, {k=primary_search, v=706999}, {k=primary_search, v=G16_PI54854_Root_Suf_Rep3}, {k=primary_search, v=GORS16-3}, {k=primary_search, v=GORS16-3.fastq.gz}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359865}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR16641025}, {k=primary_search, v=SRS10167699}, {k=primary_search, v=SRX12841777}]', 'jattr': ""{'bases': '2246035583', 'bytes': '931945454', 'run_file_create_date': '2021-10-30T20:33:00.000Z', 'accession_sam': 'PI 054854', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 3 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'No. 168', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'primary_search': ['21359865', '706999', 'G16_PI54854_Root_Suf_Rep3', 'GORS16-3', 'GORS16-3.fastq.gz', 'PRJNA706999', 'SAMN21359865', 'SRP336396', 'SRR16641025', 'SRS10167699', 'SRX12841777']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'No. 168', 'accession': 'PI 054854', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Sufficient iron', 'biological_replicate': 'Rep 3 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359866,{},"{'attributes': '[{k=assemblyname, v=GCA_000004515.4}, {k=bases, v=802005776}, {k=bytes, v=115869973}, {k=run_file_create_date, v=2021-09-14T19:36:00.000Z}, {k=accession_sam, v=PI 054854}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 1 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=No. 168}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Deficient iron}, {k=primary_search, v=21359866}, {k=primary_search, v=706999}, {k=primary_search, v=G16_PI54854_Root_Def_Rep1}, {k=primary_search, v=GORD16-1}, {k=primary_search, v=GORD16-1_R_sort.bam}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359866}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR15899197}, {k=primary_search, v=SRS10167700}, {k=primary_search, v=SRX12189853}]', 'jattr': ""{'assemblyname': 'GCA_000004515.4', 'bases': '802005776', 'bytes': '115869973', 'run_file_create_date': '2021-09-14T19:36:00.000Z', 'accession_sam': 'PI 054854', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 1 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'No. 168', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Deficient iron', 'primary_search': ['21359866', '706999', 'G16_PI54854_Root_Def_Rep1', 'GORD16-1', 'GORD16-1_R_sort.bam', 'PRJNA706999', 'SAMN21359866', 'SRP336396', 'SRR15899197', 'SRS10167700', 'SRX12189853']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'No. 168', 'accession': 'PI 054854', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 1 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359867,{},"{'attributes': '[{k=bases, v=4825512694}, {k=bytes, v=1955867474}, {k=run_file_create_date, v=2021-10-30T20:40:00.000Z}, {k=accession_sam, v=PI 054854}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 2 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=No. 168}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Deficient iron}, {k=primary_search, v=21359867}, {k=primary_search, v=706999}, {k=primary_search, v=G16_PI54854_Root_Def_Rep2}, {k=primary_search, v=GORD16-2}, {k=primary_search, v=GORD16-2.fastq.gz}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359867}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR16641023}, {k=primary_search, v=SRS10167701}, {k=primary_search, v=SRX12841779}]', 'jattr': ""{'bases': '4825512694', 'bytes': '1955867474', 'run_file_create_date': '2021-10-30T20:40:00.000Z', 'accession_sam': 'PI 054854', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 2 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'No. 168', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Deficient iron', 'primary_search': ['21359867', '706999', 'G16_PI54854_Root_Def_Rep2', 'GORD16-2', 'GORD16-2.fastq.gz', 'PRJNA706999', 'SAMN21359867', 'SRP336396', 'SRR16641023', 'SRS10167701', 'SRX12841779']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'No. 168', 'accession': 'PI 054854', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 2 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359868,{},"{'attributes': '[{k=bases, v=3120402980}, {k=bytes, v=1303924856}, {k=run_file_create_date, v=2021-10-30T20:40:00.000Z}, {k=accession_sam, v=PI 054854}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 3 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=No. 168}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Deficient iron}, {k=primary_search, v=21359868}, {k=primary_search, v=706999}, {k=primary_search, v=G16_PI54854_Root_Def_Rep3}, {k=primary_search, v=GORD16-3}, {k=primary_search, v=GORD16-3.fastq.gz}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359868}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR16641022}, {k=primary_search, v=SRS10167702}, {k=primary_search, v=SRX12841780}]', 'jattr': ""{'bases': '3120402980', 'bytes': '1303924856', 'run_file_create_date': '2021-10-30T20:40:00.000Z', 'accession_sam': 'PI 054854', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 3 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'No. 168', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Deficient iron', 'primary_search': ['21359868', '706999', 'G16_PI54854_Root_Def_Rep3', 'GORD16-3', 'GORD16-3.fastq.gz', 'PRJNA706999', 'SAMN21359868', 'SRP336396', 'SRR16641022', 'SRS10167702', 'SRX12841780']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'No. 168', 'accession': 'PI 054854', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 3 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359869,{},"{'attributes': '[{k=bases, v=3243975600}, {k=bytes, v=1202931006}, {k=run_file_create_date, v=2021-10-30T20:39:00.000Z}, {k=accession_sam, v=PI 548533}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 1 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=Clark}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Sufficient iron}, {k=primary_search, v=21359869}, {k=primary_search, v=706999}, {k=primary_search, v=G17_PI548533_Root_Suf_Rep1}, {k=primary_search, v=GORS17-1}, {k=primary_search, v=GORS17-1.fastq.gz}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359869}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR16641021}, {k=primary_search, v=SRS10167703}, {k=primary_search, v=SRX12841781}]', 'jattr': ""{'bases': '3243975600', 'bytes': '1202931006', 'run_file_create_date': '2021-10-30T20:39:00.000Z', 'accession_sam': 'PI 548533', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 1 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'Clark', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'primary_search': ['21359869', '706999', 'G17_PI548533_Root_Suf_Rep1', 'GORS17-1', 'GORS17-1.fastq.gz', 'PRJNA706999', 'SAMN21359869', 'SRP336396', 'SRR16641021', 'SRS10167703', 'SRX12841781']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Sufficient iron', 'biological_replicate': 'Rep 1 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359870,{},"{'attributes': '[{k=bases, v=5482401142}, {k=bytes, v=2211639934}, {k=run_file_create_date, v=2021-10-30T20:42:00.000Z}, {k=accession_sam, v=PI 548533}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 2 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=Clark}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Sufficient iron}, {k=primary_search, v=21359870}, {k=primary_search, v=706999}, {k=primary_search, v=G17_PI548533_Root_Suf_Rep2}, {k=primary_search, v=GORS17-2}, {k=primary_search, v=GORS17-2.fastq.gz}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359870}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR16641020}, {k=primary_search, v=SRS10167704}, {k=primary_search, v=SRX12841782}]', 'jattr': ""{'bases': '5482401142', 'bytes': '2211639934', 'run_file_create_date': '2021-10-30T20:42:00.000Z', 'accession_sam': 'PI 548533', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 2 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'Clark', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'primary_search': ['21359870', '706999', 'G17_PI548533_Root_Suf_Rep2', 'GORS17-2', 'GORS17-2.fastq.gz', 'PRJNA706999', 'SAMN21359870', 'SRP336396', 'SRR16641020', 'SRS10167704', 'SRX12841782']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Sufficient iron', 'biological_replicate': 'Rep 2 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359871,{},"{'attributes': '[{k=assemblyname, v=GCA_000004515.4}, {k=bases, v=2351542074}, {k=bytes, v=386624410}, {k=run_file_create_date, v=2021-09-14T19:38:00.000Z}, {k=accession_sam, v=PI 548533}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 3 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=Clark}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Sufficient iron}, {k=primary_search, v=21359871}, {k=primary_search, v=706999}, {k=primary_search, v=G17_PI548533_Root_Suf_Rep3}, {k=primary_search, v=GORS17-3}, {k=primary_search, v=GORS17-3_R_sort.bam}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359871}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR15899192}, {k=primary_search, v=SRS10167705}, {k=primary_search, v=SRX12189858}]', 'jattr': ""{'assemblyname': 'GCA_000004515.4', 'bases': '2351542074', 'bytes': '386624410', 'run_file_create_date': '2021-09-14T19:38:00.000Z', 'accession_sam': 'PI 548533', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 3 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'Clark', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'primary_search': ['21359871', '706999', 'G17_PI548533_Root_Suf_Rep3', 'GORS17-3', 'GORS17-3_R_sort.bam', 'PRJNA706999', 'SAMN21359871', 'SRP336396', 'SRR15899192', 'SRS10167705', 'SRX12189858']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Sufficient iron', 'biological_replicate': 'Rep 3 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359872,{},"{'attributes': '[{k=assemblyname, v=GCA_000004515.4}, {k=bases, v=1043039497}, {k=bytes, v=150431308}, {k=run_file_create_date, v=2021-09-14T19:36:00.000Z}, {k=accession_sam, v=PI 548533}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 1 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=Clark}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Deficient iron}, {k=primary_search, v=21359872}, {k=primary_search, v=706999}, {k=primary_search, v=G17_PI548533_Root_Def_Rep1}, {k=primary_search, v=GORD17-1}, {k=primary_search, v=GORD17-1_R_sort.bam}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359872}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR15899191}, {k=primary_search, v=SRS10167706}, {k=primary_search, v=SRX12189859}]', 'jattr': ""{'assemblyname': 'GCA_000004515.4', 'bases': '1043039497', 'bytes': '150431308', 'run_file_create_date': '2021-09-14T19:36:00.000Z', 'accession_sam': 'PI 548533', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 1 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'Clark', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Deficient iron', 'primary_search': ['21359872', '706999', 'G17_PI548533_Root_Def_Rep1', 'GORD17-1', 'GORD17-1_R_sort.bam', 'PRJNA706999', 'SAMN21359872', 'SRP336396', 'SRR15899191', 'SRS10167706', 'SRX12189859']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 1 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359873,{},"{'attributes': '[{k=assemblyname, v=GCA_000004515.4}, {k=bases, v=4251260082}, {k=bytes, v=691032875}, {k=run_file_create_date, v=2021-09-14T19:44:00.000Z}, {k=accession_sam, v=PI 548533}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 2 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=Clark}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Deficient iron}, {k=primary_search, v=21359873}, {k=primary_search, v=706999}, {k=primary_search, v=G17_PI548533_Root_Def_Rep2}, {k=primary_search, v=GORD17-2}, {k=primary_search, v=GORD17-2_R_sort.bam}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359873}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR15899190}, {k=primary_search, v=SRS10167707}, {k=primary_search, v=SRX12189860}]', 'jattr': ""{'assemblyname': 'GCA_000004515.4', 'bases': '4251260082', 'bytes': '691032875', 'run_file_create_date': '2021-09-14T19:44:00.000Z', 'accession_sam': 'PI 548533', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 2 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'Clark', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Deficient iron', 'primary_search': ['21359873', '706999', 'G17_PI548533_Root_Def_Rep2', 'GORD17-2', 'GORD17-2_R_sort.bam', 'PRJNA706999', 'SAMN21359873', 'SRP336396', 'SRR15899190', 'SRS10167707', 'SRX12189860']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 2 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
