,SRR18957908,SAMN27921934,SRX15035055,SRP372583,PRJNA832802,,,GSM6070416,,,Inoculated with sterile water,null,,,,,,,,,,,,,,,,,,"plant cells\, hypocotyl tissue",,,,,,null segregant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18957909,SAMN27921935,SRX15035054,SRP372583,PRJNA832802,,,GSM6070415,,,Inoculated with sterile water,null,,,,,,,,,,,,,,,,,,"plant cells\, hypocotyl tissue",,,,,,null segregant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20079131,SAMN29494553,SRX16116938,SRP385895,PRJNA855551,leaf,TMG06_0011,DS1_72_TAGCTT_L007,Not applicable,V1,Inoculation using rust spore suspension and sampled at 72h post inoculation,,Not applicable,Not applicable,,,,,,,,,,,,,Asian soybean rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20079132,SAMN29494552,SRX16116937,SRP385895,PRJNA855551,leaf,TMG06_0011,DS1_48_GATCAG_L007,Not applicable,V1,Inoculation using rust spore suspension and sampled at 48h post inoculation,,Not applicable,Not applicable,,,,,,,,,,,,,Asian soybean rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20079133,SAMN29494551,SRX16116936,SRP385895,PRJNA855551,leaf,TMG06_0011,DS1_24_ACTTGA_L007,Not applicable,V1,Inoculation using rust spore suspension and sampled at 24h post inoculation,,Not applicable,Not applicable,,,,,,,,,,,,,Asian soybean rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20079134,SAMN29494550,SRX16116935,SRP385895,PRJNA855551,leaf,TMG06_0011,DS1_48_CM_CAGATC_L007,Not applicable,V1,Mock treatment and sampled at 48h post inoculation,,Not applicable,Not applicable,,,,,,,,,,,,,Asian soybean rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20079135,SAMN29494549,SRX16116934,SRP385895,PRJNA855551,leaf,PI594760B,B120_GCCAAT_L006,Not applicable,V1,Inoculation using rust spore suspension and sampled at 120h post inoculation,,Not applicable,Not applicable,,,,,,,,,,,,,Asian soybean rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20079136,SAMN29494548,SRX16116933,SRP385895,PRJNA855551,leaf,PI594760B,B96_ACAGTG_L006,Not applicable,V1,Inoculation using rust spore suspension and sampled at 96h post inoculation,,Not applicable,Not applicable,,,,,,,,,,,,,Asian soybean rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20079137,SAMN29494547,SRX16116932,SRP385895,PRJNA855551,leaf,PI594760B,B72_TGACCA_L006,Not applicable,V1,Inoculation using rust spore suspension and sampled at 72h post inoculation,,Not applicable,Not applicable,,,,,,,,,,,,,Asian soybean rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20079138,SAMN29494546,SRX16116931,SRP385895,PRJNA855551,leaf,PI594760B,B48_TTAGGC_L006,Not applicable,V1,Inoculation using rust spore suspension and sampled at 48h post inoculation,,Not applicable,Not applicable,,,,,,,,,,,,,Asian soybean rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20079139,SAMN29494555,SRX16116930,SRP385895,PRJNA855551,leaf,TMG06_0011,DS1_120_CTTGTA_L007,Not applicable,V1,Inoculation using rust spore suspension and sampled at 120h post inoculation,,Not applicable,Not applicable,,,,,,,,,,,,,Asian soybean rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20079140,SAMN29494554,SRX16116929,SRP385895,PRJNA855551,leaf,TMG06_0011,DS1_96_GGCTAC_L007,Not applicable,V1,Inoculation using rust spore suspension and sampled at 96h post inoculation,,Not applicable,Not applicable,,,,,,,,,,,,,Asian soybean rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20079141,SAMN29494545,SRX16116928,SRP385895,PRJNA855551,leaf,PI594760B,B24_CGATGT_L006,Not applicable,V1,Inoculation using rust spore suspension and sampled at 24h post inoculation,,Not applicable,Not applicable,,,,,,,,,,,,,Asian soybean rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20079142,SAMN29494544,SRX16116927,SRP385895,PRJNA855551,leaf,PI594760B,B48_CM_ATCACG_L006,Not applicable,V1,Mock treatment and sampled at 48h post inoculation,,Not applicable,Not applicable,,,,,,,,,,,,,Asian soybean rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20083725,SAMN29642328,SRX16121421,SRP385991,PRJNA857873,roots,ZhongHuang302,Se25,,V2 growth stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20083726,SAMN29642328,SRX16121420,SRP385991,PRJNA857873,roots,ZhongHuang302,Se10,,V2 growth stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20083727,SAMN29642328,SRX16121419,SRP385991,PRJNA857873,roots,ZhongHuang302,As,,V2 growth stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20083728,SAMN29642328,SRX16121418,SRP385991,PRJNA857873,roots,ZhongHuang302,Ck,,V2 growth stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18788739,SAMN27616107,SRX14888096,SRP370756,PRJNA827666,Root,Pungsanaeul,34_mx,,V1 growth stage,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18788740,SAMN27616106,SRX14888095,SRP370756,PRJNA827666,Root,Pungsanaeul,12_NO_mx,,V1 growth stage,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18788741,SAMN27616105,SRX14888094,SRP370756,PRJNA827666,Root,Pungsanaeul,4,,V1 growth stage,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18788742,SAMN27616104,SRX14888093,SRP370756,PRJNA827666,Root,Pungsanaeul,3,,V1 growth stage,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18788743,SAMN27616103,SRX14888092,SRP370756,PRJNA827666,Root,Pungsanaeul,2_NO,,V1 growth stage,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18788744,SAMN27616102,SRX14888091,SRP370756,PRJNA827666,Root,Pungsanaeul,1_NO,,V1 growth stage,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18788999,SAMN27611600,SRX14888356,SRP370791,PRJNA827520,leaves treated with GZM replicate = biological replicate 3,Huachun No.1,HD-S-3,4-WEEKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18789000,SAMN27611599,SRX14888355,SRP370791,PRJNA827520,leaves treated with GZM replicate = biological replicate 2,Huachun No.1,HD-S-2,4-WEEKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18789001,SAMN27611598,SRX14888354,SRP370791,PRJNA827520,leaves treated with GZM replicate = biological replicate 1,Huachun No.1,HD-S-1,4-WEEKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18789002,SAMN27611597,SRX14888353,SRP370791,PRJNA827520,leaves treated with water replicate = biological replicate 3,Huachun No.1,HD-CK-3,4-WEEKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18789003,SAMN27611596,SRX14888352,SRP370791,PRJNA827520,leaves treated with water replicate = biological replicate 2,Huachun No.1,HD-CK-2,4-WEEKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18789004,SAMN27611595,SRX14888351,SRP370791,PRJNA827520,leaves treated with water replicate = biological replicate 1,Huachun No.1,HD-CK-1,4-WEEKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086049,SAMN32735677,SRX19038554,SRP417578,PRJNA924064,embryo,Williams82,S309,,R6,,,,,,replicate = biological replicate 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086050,SAMN32735676,SRX19038553,SRP417578,PRJNA924064,embryo,Williams82,S308,,R6,,,,,,replicate = biological replicate 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086051,SAMN32735675,SRX19038552,SRP417578,PRJNA924064,embryo,Williams82,S307,,R6,,,,,,replicate = biological replicate 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086052,SAMN32735674,SRX19038551,SRP417578,PRJNA924064,embryo,Williams82,S306,,R6,,,,,,replicate = biological replicate 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086053,SAMN32735673,SRX19038550,SRP417578,PRJNA924064,embryo,Williams82,S305,,R5-,,,,,,replicate = biological replicate 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086054,SAMN32735672,SRX19038549,SRP417578,PRJNA924064,embryo,Williams82,S304,,R5-,,,,,,replicate = biological replicate 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086055,SAMN32735671,SRX19038548,SRP417578,PRJNA924064,embryo,Williams82,S303,,R5-,,,,,,replicate = biological replicate 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086056,SAMN32735670,SRX19038547,SRP417578,PRJNA924064,embryo,Williams82,S302,,R5-,,,,,,replicate = biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086057,SAMN32735685,SRX19038546,SRP417578,PRJNA924064,embryo,Williams82,S317,,R7,,,,,,replicate = biological replicate 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086058,SAMN32735684,SRX19038545,SRP417578,PRJNA924064,embryo,Williams82,S316,,R7,,,,,,replicate = biological replicate 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086059,SAMN32735683,SRX19038544,SRP417578,PRJNA924064,embryo,Williams82,S315,,R7,,,,,,replicate = biological replicate 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086060,SAMN32735682,SRX19038543,SRP417578,PRJNA924064,embryo,Williams82,S314,,R7,,,,,,replicate = biological replicate 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086061,SAMN32735681,SRX19038542,SRP417578,PRJNA924064,embryo,Williams82,S313,,R7,,,,,,replicate = biological replicate 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086062,SAMN32735680,SRX19038541,SRP417578,PRJNA924064,embryo,Williams82,S312,,R7,,,,,,replicate = biological replicate 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086063,SAMN32735679,SRX19038540,SRP417578,PRJNA924064,embryo,Williams82,S311,,R6,,,,,,replicate = biological replicate 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086064,SAMN32735678,SRX19038539,SRP417578,PRJNA924064,embryo,Williams82,S310,,R6,,,,,,replicate = biological replicate 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086065,SAMN32735669,SRX19038538,SRP417578,PRJNA924064,embryo,Williams82,S301,,R5-,,,,,,replicate = biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR23086066,SAMN32735668,SRX19038537,SRP417578,PRJNA924064,embryo,Williams82,S300,,R5-,,,,,,replicate = biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18957879,SAMN27921907,SRX15035084,SRP372583,PRJNA832802,,,GSM6070443,,,Inoculated with mycelium of Phytophthora sojae Race 2,VAM19#12,,,,,,,,,,,,,,,,,,"plant cells\, hypocotyl tissue",,,,,,PI-binding VAM line 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18957880,SAMN27921908,SRX15035083,SRP372583,PRJNA832802,,,GSM6070442,,,Inoculated with mycelium of Phytophthora sojae Race 2,VAM19#12,,,,,,,,,,,,,,,,,,"plant cells\, hypocotyl tissue",,,,,,PI-binding VAM line 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18957881,SAMN27921909,SRX15035082,SRP372583,PRJNA832802,,,GSM6070441,,,Inoculated with mycelium of Phytophthora sojae Race 2,VAM13-P1,,,,,,,,,,,,,,,,,,"plant cells\, hypocotyl tissue",,,,,,PI-binding VAM line 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18957895,SAMN27921921,SRX15035068,SRP372583,PRJNA832802,,,GSM6070429,,,Inoculated with sterile water,GMPH22#5,,,,,,,,,,,,,,,,,,"plant cells\, hypocotyl tissue",,,,,,PI-binding GMPH line B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18957903,SAMN27921929,SRX15035060,SRP372583,PRJNA832802,,,GSM6070421,,,Inoculated with sterile water,VAM13-P1,,,,,,,,,,,,,,,,,,"plant cells\, hypocotyl tissue",,,,,,PI-binding VAM line 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18957904,SAMN27921930,SRX15035059,SRP372583,PRJNA832802,,,GSM6070420,,,Inoculated with sterile water,Vmut4#4,,,,,,,,,,,,,,,,,,"plant cells\, hypocotyl tissue",,,,,,non-binding VAM mutant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR18957905,SAMN27921931,SRX15035058,SRP372583,PRJNA832802,,,GSM6070419,,,Inoculated with sterile water,Vmut4#4,,,,,,,,,,,,,,,,,,"plant cells\, hypocotyl tissue",,,,,,non-binding VAM mutant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR22262222,SAMN31693431,SRX18238680,SRP407465,PRJNA900526,Anther,NIL-ms2/JL16,MS2_S_An3,R2 Stage,,,,,,,,,,,,,,tissue sample,,Male sterility,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR22262223,SAMN31693430,SRX18238679,SRP407465,PRJNA900526,Anther,NIL-ms2/JL16,MS2_S_An2,R2 Stage,,,,,,,,,,,,,,tissue sample,,Male sterility,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR22262224,SAMN31693429,SRX18238678,SRP407465,PRJNA900526,Anther,NIL-ms2/JL16,MS2_S_An1,R2 Stage,,,,,,,,,,,,,,tissue sample,,Male sterility,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR22262225,SAMN31693428,SRX18238677,SRP407465,PRJNA900526,Anther,NIL-MS2/JL16,MS2_F_An3,R2 Stage,,,,,,,,,,,,,,tissue sample,,Male fertility,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR22262226,SAMN31693427,SRX18238676,SRP407465,PRJNA900526,Anther,NIL-MS2/JL16,MS2_F_An2,R2 Stage,,,,,,,,,,,,,,tissue sample,,Male fertility,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR22262227,SAMN31693426,SRX18238675,SRP407465,PRJNA900526,Anther,NIL-MS2/JL16,MS2_F_An1,R2 Stage,,,,,,,,,,,,,,tissue sample,,Male fertility,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR22266021,SAMN31698426,SRX18242307,SRP407540,PRJNA900685,Flower bud,not collected,A-3,not collected,not collected,C,,not collected,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR22266022,SAMN31698425,SRX18242306,SRP407540,PRJNA900685,Flower bud,not collected,A-2,not collected,not collected,B,,not collected,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR22266023,SAMN31698424,SRX18242305,SRP407540,PRJNA900685,Flower bud,not collected,A-1,not collected,not collected,A,,not collected,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504741,SAMN29911710,SRX16528640,SRP387734,PRJNA861378,root,NIL5,10,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504742,SAMN29911708,SRX16528639,SRP387734,PRJNA861378,root,NIL33,9,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504743,SAMN29911706,SRX16528638,SRP387734,PRJNA861378,root,NIL33,8,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504744,SAMN29911704,SRX16528637,SRP387734,PRJNA861378,root,NIL33,7,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504745,SAMN29911702,SRX16528636,SRP387734,PRJNA861378,root,JD17,6,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504746,SAMN29911786,SRX16528635,SRP387734,PRJNA861378,stem,NIL5,48,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504747,SAMN29911784,SRX16528634,SRP387734,PRJNA861378,stem,NIL5,47,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504748,SAMN29911782,SRX16528633,SRP387734,PRJNA861378,stem,NIL5,46,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504749,SAMN29911780,SRX16528632,SRP387734,PRJNA861378,stem,NIL33,45,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504750,SAMN29911778,SRX16528631,SRP387734,PRJNA861378,stem,NIL33,44,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504751,SAMN29911776,SRX16528630,SRP387734,PRJNA861378,stem,NIL33,43,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504752,SAMN29911774,SRX16528629,SRP387734,PRJNA861378,stem,JD17,42,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504753,SAMN29911772,SRX16528628,SRP387734,PRJNA861378,stem,JD17,41,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504754,SAMN29911700,SRX16528627,SRP387734,PRJNA861378,root,JD17,5,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504755,SAMN29911770,SRX16528626,SRP387734,PRJNA861378,stem,JD17,40,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504756,SAMN29911768,SRX16528625,SRP387734,PRJNA861378,stem,JD12,39,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR20504757,SAMN29911766,SRX16528624,SRP387734,PRJNA861378,stem,JD12,38,8DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
