biosample,control,stress,drought,bacteria,inoculated,flood,deficit,infest,pathogen,acid,fungal
SAMN19243704,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243705,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243706,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243707,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243708,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243709,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243710,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243711,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243712,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243713,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243714,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243715,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243716,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243717,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243718,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243719,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243720,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243721,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243722,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243723,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243724,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243725,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243726,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243727,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243728,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243729,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243730,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243731,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243732,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243733,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243734,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243735,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243736,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243737,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243738,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243739,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243740,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243741,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243742,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243743,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243744,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243745,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243746,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243747,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243748,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243749,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243750,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243751,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243752,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243753,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243754,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243755,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243756,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243757,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243758,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243759,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243760,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243761,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243762,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243763,[],[],[],[],[],[],[],[],[],[],[]
SAMN19243764,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245806,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245807,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245808,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245809,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245810,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245811,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245812,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245813,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245814,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245815,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245816,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245817,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245818,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245819,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245820,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245821,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245822,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245823,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245824,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245825,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245826,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245827,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245828,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245829,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245830,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245831,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245832,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245833,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245834,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245835,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245836,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245837,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245838,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245839,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245840,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245841,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245842,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245843,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245844,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245845,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245846,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245847,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245848,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245849,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245850,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245851,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245852,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245853,[],[],[],[],[],[],[],[],[],[],[]
SAMN19245854,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271361,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271362,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271363,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271364,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271365,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271366,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271367,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271368,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271369,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271370,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271371,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271372,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271373,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271374,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271375,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271376,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271377,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271378,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271379,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271380,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271381,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271382,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271383,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271384,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271385,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271386,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271387,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271388,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271389,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271390,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271391,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271392,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271393,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271394,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271395,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271396,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271397,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271398,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271399,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271400,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271401,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271402,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271403,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271404,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271405,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271406,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271407,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271408,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271409,[],[],[],[],[],[],[],[],[],[],[]
SAMN19271410,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288366,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288367,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288368,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288369,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288370,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288371,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288372,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288373,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288374,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288375,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288376,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288377,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288378,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288379,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288380,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288381,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288382,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288383,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288384,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288385,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288386,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288387,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288388,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288389,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288390,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288391,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288392,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288393,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288394,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288395,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288396,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288397,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288398,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288399,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288400,[],[],[],[],[],[],[],[],[],[],[]
SAMN19288401,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322165,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322166,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322167,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322168,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322169,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322170,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322171,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322172,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322173,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322174,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322175,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322176,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322177,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322178,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322179,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322180,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322181,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322182,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322183,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322184,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322185,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322186,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322187,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322188,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322189,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322190,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322191,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322192,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322193,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322194,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322195,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322196,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322197,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322198,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322199,[],[],[],[],[],[],[],[],[],[],[]
SAMN19322200,[],[],[],[],[],[],[],[],[],[],[]
SAMN19355588,[],[],[],[],[],[],[],[],[],[],[]
SAMN19355589,[],[],[],[],[],[],[],[],[],[],[]
SAMN19355590,[],[],[],[],[],[],[],[],[],[],[]
SAMN19355591,[],[],[],[],[],[],[],[],[],[],[]
SAMN19355592,[],[],[],[],[],[],[],[],[],[],[]
SAMN19355593,[],[],[],[],[],[],[],[],[],[],[]
SAMN19355594,[],[],[],[],[],[],[],[],[],[],[]
SAMN19355595,[],[],[],[],[],[],[],[],[],[],[]
SAMN19355596,[],[],[],[],[],[],[],[],[],[],[]
SAMN19355597,[],[],[],[],[],[],[],[],[],[],[]
SAMN19355598,[],[],[],[],[],[],[],[],[],[],[]
SAMN19355599,[],[],[],[],[],[],[],[],[],[],[]
SAMN19473463,"['sample_name', 'attributes', 'jattr', 'treatment_sam_ss_dpl55', 'primary_search', 'Identifiers', 'Attributes']",[],[],[],[],[],[],[],[],[],[]
SAMN19473464,"['sample_name', 'attributes', 'jattr', 'treatment_sam_ss_dpl55', 'primary_search', 'Identifiers', 'Attributes']",[],[],[],[],[],[],[],[],[],[]
SAMN19473465,"['sample_name', 'attributes', 'jattr', 'treatment_sam_ss_dpl55', 'primary_search', 'Identifiers', 'Attributes']",[],[],[],[],[],[],[],[],[],[]
SAMN19473466,[],[],[],[],[],[],[],[],[],[],[]
SAMN19473467,[],[],[],[],[],[],[],[],[],[],[]
SAMN19473468,[],[],[],[],[],[],[],[],[],[],[]
SAMN19473469,[],[],[],[],[],[],[],[],[],[],[]
SAMN19473470,[],[],[],[],[],[],[],[],[],[],[]
SAMN19473471,[],[],[],[],[],[],[],[],[],[],[]
SAMN19473472,[],[],[],[],[],[],[],[],[],[],[]
SAMN19473473,[],[],[],[],[],[],[],[],[],[],[]
SAMN19473474,[],[],[],[],[],[],[],[],[],[],[]
SAMN19588559,[],[],[],[],[],[],[],[],[],[],[]
SAMN19588560,[],[],[],[],[],[],[],[],[],[],[]
SAMN19588561,[],[],[],[],[],[],[],[],[],[],[]
SAMN19588562,[],[],[],[],[],[],[],[],[],[],[]
SAMN19652248,[],[],[],[],[],[],[],[],[],[],[]
SAMN19652394,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653536,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653580,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653582,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653583,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653584,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653585,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653586,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653757,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653760,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653762,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653799,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653800,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653801,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653918,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653973,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653998,[],[],[],[],[],[],[],[],[],[],[]
SAMN19653999,[],[],[],[],[],[],[],[],[],[],[]
SAMN19654000,[],[],[],[],[],[],[],[],[],[],[]
SAMN19654002,[],[],[],[],[],[],[],[],[],[],[]
SAMN19654003,[],[],[],[],[],[],[],[],[],[],[]
SAMN19654013,[],[],[],[],[],[],[],[],[],[],[]
SAMN19654014,[],[],[],[],[],[],[],[],[],[],[]
SAMN19654015,[],[],[],[],[],[],[],[],[],[],[]
SAMN19654016,[],[],[],[],[],[],[],[],[],[],[]
SAMN19654017,[],[],[],[],[],[],[],[],[],[],[]
SAMN19654018,[],[],[],[],[],[],[],[],[],[],[]
SAMN19654019,[],[],[],[],[],[],[],[],[],[],[]
SAMN19654020,[],[],[],[],[],[],[],[],[],[],[]
SAMN19654021,[],[],[],[],[],[],[],[],[],[],[]
SAMN19654029,[],[],[],[],[],[],[],[],[],[],[]
SAMN19663684,[],[],[],[],[],[],[],[],[],[],[]
SAMN19663691,[],[],[],[],[],[],[],[],[],[],[]
SAMN19663692,[],[],[],[],[],[],[],[],[],[],[]
SAMN19882149,[],[],[],[],[],[],[],[],[],[],[]
SAMN19882150,[],[],[],[],[],[],[],[],[],[],[]
SAMN19882151,[],[],[],[],[],[],[],[],[],[],[]
SAMN19882152,[],[],[],[],[],[],[],[],[],[],[]
SAMN19882153,[],[],[],[],[],[],[],[],[],[],[]
SAMN19882154,[],[],[],[],[],[],[],[],[],[],[]
SAMN19901944,[],[],[],[],[],[],[],[],[],[],[]
SAMN19901945,[],[],[],[],[],[],[],[],[],[],[]
SAMN19901946,[],[],[],[],[],[],[],[],[],[],[]
SAMN19901947,[],[],[],[],[],[],[],[],[],[],[]
SAMN19901948,[],[],[],[],[],[],[],[],[],[],[]
SAMN19901949,[],[],[],[],[],[],[],[],[],[],[]
SAMN19901950,[],[],[],[],[],[],[],[],[],[],[]
SAMN19901957,[],[],[],[],[],[],[],[],[],[],[]
SAMN19901958,[],[],[],[],[],[],[],[],[],[],[]
SAMN19901959,[],[],[],[],[],[],[],[],[],[],[]
SAMN19901961,[],[],[],[],[],[],[],[],[],[],[]
SAMN19901962,[],[],[],[],[],[],[],[],[],[],[]
SAMN20165276,[],[],[],[],[],[],[],[],[],[],[]
SAMN20165277,[],[],[],[],[],[],[],[],[],[],[]
SAMN20165278,[],[],[],[],[],[],[],[],[],[],[]
SAMN20371395,[],[],[],[],[],[],[],[],[],[],[]
SAMN20371396,[],[],[],[],[],[],[],[],[],[],[]
SAMN20371397,[],[],[],[],[],[],[],[],[],[],[]
SAMN20371398,[],[],[],[],[],[],[],[],[],[],[]
SAMN20475803,"['attributes', 'jattr', 'sample_type_sam_ss_dpl131']",[],[],[],[],[],[],[],[],[],[]
SAMN20475804,[],[],[],[],[],[],[],[],[],[],[]
SAMN20475805,[],[],[],[],[],[],[],[],[],[],[]
SAMN20475806,[],[],[],[],[],[],[],[],[],[],[]
SAMN20475807,"['attributes', 'jattr', 'sample_type_sam_ss_dpl131']",[],[],[],[],[],[],[],[],[],[]
SAMN20475808,[],[],[],[],[],[],[],[],[],[],[]
SAMN20475809,[],[],[],[],[],[],[],[],[],[],[]
SAMN20475810,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525553,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525555,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525556,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525557,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525558,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525559,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525560,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525561,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525646,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525647,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525648,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525649,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525650,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525651,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525652,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525653,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525659,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525660,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525661,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525662,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525663,[],[],[],[],[],[],[],[],[],[],[]
SAMN20525664,[],[],[],[],[],[],[],[],[],[],[]
SAMN20702932,[],[],[],[],[],[],[],[],[],[],[]
SAMN20841302,[],[],[],[],[],[],[],[],[],[],[]
SAMN20841303,[],[],[],[],[],[],[],[],[],[],[]
SAMN20841304,[],[],[],[],[],[],[],[],[],[],[]
SAMN20841305,[],[],[],[],[],[],[],[],[],[],[]
SAMN20964338,[],[],[],[],[],[],[],[],[],[],[]
SAMN20964339,[],[],[],[],[],[],[],[],[],[],[]
SAMN20964340,[],[],[],[],[],[],[],[],[],[],[]
SAMN20964341,[],[],[],[],[],[],[],[],[],[],[]
SAMN20964342,[],[],[],[],[],[],[],[],[],[],[]
SAMN20964343,[],[],[],[],[],[],[],[],[],[],[]
SAMN20964344,[],[],[],[],[],[],[],[],[],[],[]
SAMN20964345,[],[],[],[],[],[],[],[],[],[],[]
SAMN20965967,[],[],[],[],[],[],[],[],[],[],[]
SAMN20965968,[],[],[],[],[],[],[],[],[],[],[]
SAMN20967642,[],[],[],[],[],[],[],[],[],[],[]
SAMN20967643,[],[],[],[],[],[],[],[],[],[],[]
SAMN20967644,[],[],[],[],[],[],[],[],[],[],[]
SAMN20967645,[],[],[],[],[],[],[],[],[],[],[]
SAMN20967646,[],[],[],[],[],[],[],[],[],[],[]
SAMN20967667,[],[],[],[],[],[],[],[],[],[],[]
SAMN20970028,[],[],[],[],[],[],[],[],[],[],[]
SAMN20970029,[],[],[],[],[],[],[],[],[],[],[]
SAMN20971787,[],[],[],[],"['attributes', 'jattr', 'source_name_sam']",[],[],[],[],[],[]
SAMN20971788,[],[],[],[],"['attributes', 'jattr', 'source_name_sam']",[],[],[],[],[],[]
SAMN20971789,[],[],[],[],"['attributes', 'jattr', 'source_name_sam']",[],[],[],[],[],[]
SAMN20971790,[],[],[],[],[],[],[],[],[],[],[]
SAMN20971791,[],[],[],[],"['attributes', 'jattr', 'source_name_sam', 'title']",[],[],[],[],[],[]
SAMN20971792,[],[],[],[],"['attributes', 'jattr', 'source_name_sam', 'title']",[],[],[],[],[],[]
SAMN20971793,[],[],[],[],"['attributes', 'jattr', 'source_name_sam', 'title']",[],[],[],[],[],[]
SAMN20971794,[],[],[],[],"['attributes', 'jattr', 'source_name_sam', 'title']",[],[],[],[],[],[]
SAMN20971795,[],[],[],[],"['attributes', 'jattr', 'source_name_sam', 'title']",[],[],[],[],[],[]
SAMN20971796,[],[],[],[],"['attributes', 'jattr', 'source_name_sam', 'title']",[],[],[],[],[],[]
SAMN20971797,[],[],[],[],"['attributes', 'jattr', 'source_name_sam', 'title']",[],[],[],[],[],[]
SAMN20972142,[],[],[],[],"['attributes', 'jattr', 'source_name_sam', 'title']",[],[],[],[],[],[]
SAMN21014840,[],[],[],[],[],[],[],[],[],[],[]
SAMN21216007,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21216008,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21216009,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21216010,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21216011,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21216012,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21216013,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21216014,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21216015,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21216016,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21216017,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21216018,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21216019,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21216020,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21216021,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21216022,[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21218880,[],[],[],[],[],[],[],[],[],[],[]
SAMN21218881,[],[],[],[],[],[],[],[],[],[],[]
SAMN21218882,[],[],[],[],[],[],[],[],[],[],[]
SAMN21218883,[],[],[],[],[],[],[],[],[],[],[]
SAMN21218884,[],[],[],[],[],[],[],[],[],[],[]
SAMN21218885,[],[],[],[],[],[],[],[],[],[],[]
SAMN21359665,[],"['attributes', 'jattr', 'age_sam', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21359666,[],"['attributes', 'jattr', 'age_sam', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21359667,[],"['attributes', 'jattr', 'age_sam', 'Attributes']",[],[],[],[],[],[],[],[],[]
SAMN21359668,[],"['attributes', 'jattr', 'age_sam', 'Attributes']",[],[],[],[],[],[],[],[],[]
