biosample,bioproject,tejido,estres,tratamiento
SAMN15648570,PRJNA648781,seed,,control
SAMN15648571,PRJNA648781,seed,,control
SAMN15648572,PRJNA648781,seed,,control
SAMN15648573,PRJNA648781,seed,,control
SAMN15648574,PRJNA648781,seed,,control
SAMN15648575,PRJNA648781,seed,,control
SAMN15648576,PRJNA648781,seed,,control
SAMN15648577,PRJNA648781,seed,,control
SAMN15648578,PRJNA648781,seed,,control
SAMN15648579,PRJNA648781,seed,,control
SAMN15648580,PRJNA648781,seed,,control
SAMN15648581,PRJNA648781,seed,,control
SAMN15648582,PRJNA648781,seed,,control
SAMN15648583,PRJNA648781,seed,,control
SAMN15648584,PRJNA648781,seed,,control
SAMN15648585,PRJNA648781,seed,,control
SAMN15648586,PRJNA648781,seed,,control
SAMN15648587,PRJNA648781,seed,,control
SAMN15648588,PRJNA648781,seed,,control
SAMN15648589,PRJNA648781,seed,,control
SAMN15648590,PRJNA648781,seed,,control
SAMN15648591,PRJNA648781,seed,,control
SAMN15648592,PRJNA648781,seed,,control
SAMN15648593,PRJNA648781,seed,,control
SAMN15648594,PRJNA648781,seed,,control
SAMN15648595,PRJNA648781,seed,,control
SAMN15648596,PRJNA648781,seed,,control
SAMN15648597,PRJNA648781,seed,,control
SAMN15648598,PRJNA648781,seed,,control
SAMN15648599,PRJNA648781,seed,,control
SAMN15648600,PRJNA648781,seed,,control
SAMN15648601,PRJNA648781,seed,,control
SAMN15648602,PRJNA648781,seed,,control
SAMN15648603,PRJNA648781,seed,,control
SAMN15648604,PRJNA648781,seed,,control
SAMN15648605,PRJNA648781,seed,,control
SAMN15648606,PRJNA648781,seed,,control
SAMN15648607,PRJNA648781,seed,,control
SAMN15648608,PRJNA648781,seed,,control
SAMN15648609,PRJNA648781,seed,,control
SAMN15731791,PRJNA655258,root,nutrient deficit,treatment
SAMN15731792,PRJNA655258,root,nutrient deficit,treatment
SAMN15731793,PRJNA655258,root,nutrient deficit,treatment
SAMN15731794,PRJNA655258,root,nutrient deficit,treatment
SAMN15731795,PRJNA655258,root,nutrient deficit,treatment
SAMN15731796,PRJNA655258,root,nutrient deficit,treatment
SAMN15731797,PRJNA655258,root,nutrient deficit,treatment
SAMN15731798,PRJNA655258,root,nutrient deficit,treatment
SAMN15731799,PRJNA655258,root,nutrient deficit,treatment
SAMN15731800,PRJNA655258,root,nutrient deficit,treatment
SAMN15731801,PRJNA655258,root,nutrient deficit,treatment
SAMN15731802,PRJNA655258,root,nutrient deficit,treatment
SAMN15794000,PRJNA656592,leaf,,control
SAMN15794001,PRJNA656592,leaf,,control
SAMN15794002,PRJNA656592,leaf,,treatment
SAMN15794003,PRJNA656592,leaf,,treatment
SAMN15794004,PRJNA656592,leaf,transgenic,treatment
SAMN15794005,PRJNA656592,leaf,transgenic,treatment
SAMN15794006,PRJNA656592,leaf,transgenic,treatment
SAMN15794007,PRJNA656592,leaf,transgenic,treatment
SAMN15825667,PRJNA657378,leaf,transgenic,control
SAMN15825668,PRJNA657378,leaf,,control
SAMN15825669,PRJNA657378,leaf,,control
SAMN15835458,PRJNA657728,leaf,,control
SAMN15835459,PRJNA657728,leaf,,control
SAMN15945237,PRJNA660310,leaf,transgenic,control
SAMN15963226,PRJNA660896,leaf,,control
SAMN15963227,PRJNA660896,leaf,,control
SAMN15963228,PRJNA660896,leaf,,control
SAMN15963229,PRJNA660896,leaf,,control
SAMN15963230,PRJNA660896,leaf,,control
SAMN15963231,PRJNA660896,leaf,,control
SAMN15963232,PRJNA660896,leaf,,control
SAMN15963233,PRJNA660896,leaf,,treatment
SAMN15963234,PRJNA660896,leaf,,control
SAMN15963235,PRJNA660896,leaf,,treatment
SAMN15963236,PRJNA660896,leaf,,control
SAMN15963237,PRJNA660896,leaf,,control
SAMN16086456,PRJNA662487,root,nutrient deficit,treatment
SAMN16086457,PRJNA662487,root,nutrient deficit,treatment
SAMN16086458,PRJNA662487,root,nutrient deficit,treatment
SAMN16086459,PRJNA662487,root,nutrient deficit,treatment
SAMN16086460,PRJNA662487,root,nutrient deficit,treatment
SAMN16086461,PRJNA662487,root,nutrient deficit,treatment
SAMN16089601,PRJNA662583,leaf,nutrient deficit,treatment
SAMN16089602,PRJNA662583,leaf,nutrient deficit,treatment
SAMN16089603,PRJNA662583,leaf,nutrient deficit,control
SAMN16089604,PRJNA662583,leaf,nutrient deficit,treatment
SAMN16089605,PRJNA662583,leaf,nutrient deficit,treatment
SAMN16089606,PRJNA662583,leaf,nutrient deficit,control
SAMN16089607,PRJNA662583,root,nutrient deficit,treatment
SAMN16089608,PRJNA662583,root,nutrient deficit,treatment
SAMN16089609,PRJNA662583,root,nutrient deficit,control
SAMN16089610,PRJNA662583,root,nutrient deficit,treatment
SAMN16089611,PRJNA662583,root,nutrient deficit,treatment
SAMN16089612,PRJNA662583,root,nutrient deficit,control
SAMN16113911,PRJNA662977,leaf,nutrient deficit,treatment
SAMN16113912,PRJNA662977,root,nutrient deficit,treatment
SAMN16132135,PRJNA663421,leaf,,treatment
SAMN16132136,PRJNA663421,leaf,,treatment
SAMN16132137,PRJNA663421,leaf,,treatment
SAMN16132138,PRJNA663421,leaf,,treatment
SAMN16132139,PRJNA663421,leaf,,treatment
SAMN16132140,PRJNA663421,leaf,,treatment
SAMN16132141,PRJNA663421,leaf,,treatment
SAMN16132142,PRJNA663421,leaf,,treatment
SAMN16132143,PRJNA663421,leaf,,treatment
SAMN16132144,PRJNA663421,leaf,,treatment
SAMN16132145,PRJNA663421,leaf,,treatment
SAMN16132146,PRJNA663421,leaf,,treatment
SAMN16198190,PRJNA664111,root,parasite,control
SAMN16198191,PRJNA664111,root,parasite,control
SAMN16226299,PRJNA664557,leaf,bacteria,treatment
SAMN16226300,PRJNA664557,leaf,bacteria,treatment
SAMN16226301,PRJNA664557,leaf,bacteria,treatment
SAMN16226302,PRJNA664557,leaf,nutrient deficit,control
SAMN16226303,PRJNA664557,leaf,bacteria,control
SAMN16226304,PRJNA664557,leaf,,control
SAMN16238399,PRJNA664992,root,transgenic,treatment
SAMN16238400,PRJNA664992,root,transgenic,treatment
SAMN16238401,PRJNA664992,root,transgenic,treatment
SAMN16238402,PRJNA664992,root,transgenic,treatment
SAMN16238403,PRJNA664992,root,transgenic,treatment
SAMN16238404,PRJNA664992,root,transgenic,control
SAMN16238405,PRJNA664992,root,transgenic,treatment
SAMN16238406,PRJNA664992,root,transgenic,treatment
SAMN16238407,PRJNA664992,root,transgenic,treatment
SAMN16238408,PRJNA664992,root,transgenic,control
SAMN16238409,PRJNA664992,root,transgenic,treatment
SAMN16238410,PRJNA664992,root,transgenic,treatment
SAMN16238411,PRJNA664992,root,transgenic,treatment
SAMN16238412,PRJNA664992,root,transgenic,treatment
SAMN16238413,PRJNA664992,root,transgenic,treatment
SAMN16238414,PRJNA664992,root,transgenic,treatment
SAMN16238415,PRJNA664992,root,transgenic,treatment
SAMN16238416,PRJNA664992,root,transgenic,treatment
SAMN16238417,PRJNA664992,root,transgenic,treatment
SAMN16238418,PRJNA664992,root,transgenic,control
SAMN16293283,PRJNA666440,leaf,drought,treatment
SAMN16293284,PRJNA666440,leaf,drought,treatment
SAMN16293286,PRJNA666440,leaf,drought,treatment
SAMN16293287,PRJNA666440,leaf,drought,treatment
SAMN16293288,PRJNA666440,leaf,drought,control
SAMN16293289,PRJNA666440,leaf,drought,treatment
SAMN16294988,PRJNA666499,shoot,,control
SAMN16294989,PRJNA666499,shoot,,control
SAMN16294990,PRJNA666499,shoot,,control
SAMN16294991,PRJNA666499,leaf,,control
SAMN16294992,PRJNA666499,leaf,,control
SAMN16294993,PRJNA666499,leaf,,control
SAMN16294994,PRJNA666499,hypocotyl,,control
SAMN16294995,PRJNA666499,seed,,treatment
SAMN16294996,PRJNA666499,hypocotyl,,treatment
SAMN16294997,PRJNA666499,hypocotyl,,control
SAMN16294998,PRJNA666499,hypocotyl,,control
SAMN16294999,PRJNA666499,hypocotyl,,control
SAMN16295000,PRJNA666499,root,,control
SAMN16295001,PRJNA666499,root,,control
SAMN16295002,PRJNA666499,root,,control
SAMN16295003,PRJNA666499,shoot,,control
SAMN16295004,PRJNA666499,shoot,,control
SAMN16295005,PRJNA666499,shoot,,control
SAMN16295006,PRJNA666499,leaf,,control
SAMN16295007,PRJNA666499,leaf,,control
SAMN16295008,PRJNA666499,leaf,,control
SAMN16295009,PRJNA666499,hypocotyl,,control
SAMN16295010,PRJNA666499,stem,,control
SAMN16295011,PRJNA666499,hypocotyl,,control
SAMN16295012,PRJNA666499,hypocotyl,,control
SAMN16295013,PRJNA666499,hypocotyl,,control
SAMN16295014,PRJNA666499,hypocotyl,,control
SAMN16295015,PRJNA666499,root,,control
SAMN16295016,PRJNA666499,root,,control
SAMN16295017,PRJNA666499,root,,control
SAMN16424521,PRJNA668549,leaf,virus,control
SAMN16424522,PRJNA668549,leaf,virus,treatment
SAMN16424523,PRJNA668549,leaf,virus,treatment
SAMN16424524,PRJNA668549,leaf,virus,treatment
SAMN16424525,PRJNA668549,leaf,virus,treatment
SAMN16424526,PRJNA668549,leaf,virus,treatment
SAMN16424527,PRJNA668549,leaf,virus,treatment
SAMN16424528,PRJNA668549,leaf,virus,treatment
SAMN16424903,PRJNA668854,root,nutrient poisoning,treatment
SAMN16424904,PRJNA668854,root,nutrient poisoning,treatment
SAMN16424905,PRJNA668854,root,nutrient poisoning,treatment
SAMN16424906,PRJNA668854,root,nutrient deficit,treatment
SAMN16424907,PRJNA668854,root,nutrient deficit,treatment
SAMN16424908,PRJNA668854,root,nutrient deficit,treatment
SAMN16424909,PRJNA668854,root,nutrient deficit,treatment
SAMN16424910,PRJNA668854,root,nutrient deficit,treatment
SAMN16424911,PRJNA668854,root,nutrient deficit,treatment
SAMN16427372,PRJNA668923,seed,transgenic,treatment
SAMN16427373,PRJNA668923,seed,transgenic,treatment
SAMN16427374,PRJNA668923,hypocotyl,transgenic,treatment
SAMN16427375,PRJNA668923,radicle,transgenic,treatment
SAMN16427376,PRJNA668923,seed,transgenic,treatment
SAMN16427377,PRJNA668923,seed,transgenic,treatment
SAMN16427378,PRJNA668923,hypocotyl,transgenic,treatment
SAMN16427379,PRJNA668923,radicle,transgenic,treatment
SAMN16427380,PRJNA668923,seed,transgenic,treatment
SAMN16427381,PRJNA668923,seed,transgenic,treatment
SAMN16427382,PRJNA668923,hypocotyl,transgenic,treatment
SAMN16427383,PRJNA668923,radicle,transgenic,treatment
SAMN16427384,PRJNA668923,seed,transgenic,control
SAMN16427385,PRJNA668923,seed,transgenic,control
SAMN16427386,PRJNA668923,hypocotyl,transgenic,control
SAMN16427387,PRJNA668923,radicle,transgenic,control
SAMN16427388,PRJNA668923,seed,transgenic,control
SAMN16427389,PRJNA668923,seed,transgenic,treatment
SAMN16427390,PRJNA668923,hypocotyl,transgenic,treatment
SAMN16427391,PRJNA668923,radicle,transgenic,treatment
SAMN16427392,PRJNA668923,seed,transgenic,control
SAMN16427393,PRJNA668923,seed,transgenic,control
SAMN16427394,PRJNA668923,hypocotyl,transgenic,control
SAMN16427395,PRJNA668923,radicle,transgenic,control
SAMN16427396,PRJNA668923,seed,transgenic,control
SAMN16427397,PRJNA668923,seed,transgenic,control
SAMN16427398,PRJNA668923,hypocotyl,transgenic,control
SAMN16427399,PRJNA668923,radicle,transgenic,control
SAMN16483336,PRJNA670078,leaf,drought,control
SAMN16483337,PRJNA670078,leaf,drought,treatment
SAMN16483338,PRJNA670078,leaf,drought,treatment
SAMN16483339,PRJNA670078,leaf,drought,treatment
SAMN16483340,PRJNA670078,leaf,drought,treatment
SAMN16483341,PRJNA670078,leaf,drought,treatment
SAMN16483342,PRJNA670078,leaf,drought,treatment
SAMN16483343,PRJNA670078,leaf,drought,treatment
SAMN16483344,PRJNA670078,leaf,drought,treatment
SAMN16483345,PRJNA670078,leaf,drought,treatment
SAMN16483346,PRJNA670078,leaf,drought,treatment
SAMN16483347,PRJNA670078,leaf,drought,treatment
SAMN16483348,PRJNA670078,leaf,drought,treatment
SAMN16483349,PRJNA670078,leaf,drought,treatment
SAMN16483350,PRJNA670078,leaf,drought,treatment
SAMN16483351,PRJNA670078,leaf,drought,treatment
SAMN16483352,PRJNA670078,leaf,drought,treatment
SAMN16483353,PRJNA670078,leaf,drought,treatment
SAMN16522676,PRJNA670861,leaf,drought,treatment
SAMN16522677,PRJNA670861,leaf,drought,treatment
SAMN16522678,PRJNA670861,leaf,drought,treatment
SAMN16522679,PRJNA670861,leaf,drought,control
SAMN16522680,PRJNA670861,leaf,drought,treatment
SAMN16522681,PRJNA670861,leaf,drought,treatment
SAMN16522682,PRJNA670861,leaf,drought,treatment
SAMN16522722,PRJNA670861,leaf,drought,treatment
SAMN16522723,PRJNA670861,leaf,drought,treatment
SAMN16522724,PRJNA670861,leaf,drought,treatment
SAMN16522725,PRJNA670861,leaf,drought,treatment
SAMN16522726,PRJNA670861,leaf,drought,treatment
SAMN16674280,PRJNA674706,nodule,,control
SAMN16674281,PRJNA674706,nodule,,control
SAMN16674282,PRJNA674706,nodule,,control
SAMN16674283,PRJNA674706,root,,control
SAMN16674284,PRJNA674706,root,,control
SAMN16674285,PRJNA674706,root,,control
SAMN16674286,PRJNA674706,nodule,,treatment
SAMN16674287,PRJNA674706,nodule,nutrient poisoning,treatment
SAMN16674288,PRJNA674706,nodule,nutrient poisoning,treatment
SAMN16674289,PRJNA674706,root,nutrient deficit,treatment
SAMN16674290,PRJNA674706,root,nutrient poisoning,treatment
SAMN16674291,PRJNA674706,root,nutrient poisoning,treatment
SAMN16674292,PRJNA674706,nodule,,control
SAMN16674293,PRJNA674706,nodule,,treatment
SAMN16674294,PRJNA674706,nodule,,treatment
SAMN16674295,PRJNA674706,root,,control
SAMN16674296,PRJNA674706,root,,control
SAMN16674297,PRJNA674706,root,,control
SAMN16674298,PRJNA674706,nodule,bacteria,treatment
SAMN16674299,PRJNA674706,nodule,,treatment
SAMN16674300,PRJNA674706,nodule,bacteria,treatment
SAMN16674301,PRJNA674706,root,nutrient deficit,treatment
SAMN16674302,PRJNA674706,root,nutrient deficit,treatment
SAMN16674303,PRJNA674706,root,nutrient deficit,treatment
SAMN16674304,PRJNA674706,nodule,nutrient deficit,treatment
SAMN16674305,PRJNA674706,nodule,nutrient poisoning,treatment
SAMN16674306,PRJNA674706,root,nutrient poisoning,treatment
SAMN16674307,PRJNA674706,root,nutrient deficit,treatment
SAMN16674308,PRJNA674706,root,nutrient poisoning,treatment
SAMN16674309,PRJNA674706,root,nutrient poisoning,treatment
SAMN16674310,PRJNA674706,nodule,,control
SAMN16674311,PRJNA674706,nodule,,control
SAMN16674312,PRJNA674706,nodule,,control
SAMN16674313,PRJNA674706,root,,control
SAMN16674314,PRJNA674706,root,,control
SAMN16674315,PRJNA674706,root,,control
SAMN16674316,PRJNA674706,nodule,,treatment
SAMN16674317,PRJNA674706,nodule,nutrient poisoning,treatment
SAMN16674318,PRJNA674706,nodule,nutrient poisoning,treatment
SAMN16674319,PRJNA674706,root,nutrient poisoning,treatment
SAMN16674320,PRJNA674706,root,nutrient poisoning,treatment
SAMN16674321,PRJNA674706,root,nutrient deficit,treatment
SAMN16725449,PRJNA675850,seed,senescense,treatment
SAMN16725450,PRJNA675850,seed,senescense,treatment
SAMN16725451,PRJNA675850,seed,senescense,treatment
SAMN16725452,PRJNA675850,seed,senescense,treatment
SAMN16725453,PRJNA675850,seed,senescense,control
SAMN16725454,PRJNA675850,seed,senescense,control
SAMN16725455,PRJNA675850,seed,senescense,control
SAMN16776172,PRJNA677883,seed,fungus,control
SAMN16776173,PRJNA677883,seed,fungus,treatment
SAMN16782946,PRJNA677945,shoot,heat,treatment
SAMN16784670,PRJNA677945,shoot,heat,treatment
SAMN16785328,PRJNA677945,shoot,heat,control
SAMN16785329,PRJNA677945,shoot,heat,treatment
SAMN16786536,PRJNA677945,flower,heat,control
SAMN16786537,PRJNA677945,shoot,heat,treatment
SAMN16807200,PRJNA677945,flower,heat,control
SAMN16807201,PRJNA677945,shoot,heat,treatment
SAMN16825487,PRJNA677945,shoot,heat,treatment
SAMN16825488,PRJNA677945,shoot,heat,treatment
SAMN16826251,PRJNA679227,pod,,control
SAMN16826262,PRJNA679227,pod,,control
SAMN16826263,PRJNA679227,pod,transgenic,treatment
SAMN16826266,PRJNA679227,pod,transgenic,treatment
SAMN16826267,PRJNA679227,pod,transgenic,treatment
SAMN16826269,PRJNA679227,pod,transgenic,treatment
SAMN16826270,PRJNA679227,pod,transgenic,treatment
SAMN16826271,PRJNA679227,pod,transgenic,treatment
SAMN16826273,PRJNA679227,pod,,control
SAMN16826274,PRJNA679227,pod,,control
SAMN16826276,PRJNA679227,pod,,control
SAMN16826277,PRJNA679227,pod,,control
SAMN16932271,PRJNA681087,leaf,transgenic,treatment
SAMN16932272,PRJNA681087,leaf,transgenic,treatment
SAMN16932273,PRJNA681087,leaf,transgenic,treatment
SAMN16932274,PRJNA681087,leaf,transgenic,treatment
SAMN16932275,PRJNA681087,leaf,transgenic,treatment
SAMN16932278,PRJNA681087,leaf,transgenic,treatment
SAMN17050111,PRJNA683993,leaf,transgenic,control
SAMN17050112,PRJNA683993,leaf,,control
SAMN17050113,PRJNA683993,leaf,,control
SAMN17050117,PRJNA683993,leaf,transgenic,treatment
SAMN17050118,PRJNA683993,leaf,transgenic,treatment
SAMN17050119,PRJNA683993,leaf,transgenic,treatment
SAMN17141039,PRJNA687319,leaf,,treatment
SAMN17141040,PRJNA687319,leaf,,treatment
SAMN17141041,PRJNA687319,leaf,,treatment
SAMN17141042,PRJNA687319,leaf,,control
SAMN17141043,PRJNA687319,leaf,,treatment
SAMN17141044,PRJNA687319,leaf,,control
SAMN17141045,PRJNA687319,leaf,,treatment
SAMN17141046,PRJNA687319,leaf,,treatment
SAMN17141047,PRJNA687319,leaf,,treatment
SAMN17141048,PRJNA687319,leaf,,control
SAMN17141049,PRJNA687319,leaf,,control
SAMN17141050,PRJNA687319,leaf,,control
SAMN17496808,PRJNA689050,leaf,virus,treatment
SAMN17205598,PRJNA689321,shoot,,control
SAMN17205599,PRJNA689321,shoot,,control
SAMN17205600,PRJNA689321,shoot,,control
SAMN17205601,PRJNA689321,shoot,,control
SAMN17205602,PRJNA689321,shoot,,treatment
SAMN17205603,PRJNA689321,shoot,,control
SAMN17205604,PRJNA689321,leaf,,control
SAMN17205605,PRJNA689321,leaf,,control
SAMN17205606,PRJNA689321,leaf,,control
SAMN17205607,PRJNA689321,shoot,,control
SAMN17205608,PRJNA689321,shoot,,control
SAMN17205609,PRJNA689321,shoot,,control
SAMN17205610,PRJNA689321,shoot,,control
SAMN17205611,PRJNA689321,shoot,,control
SAMN17205612,PRJNA689321,shoot,,control
SAMN17205613,PRJNA689321,leaf,,control
SAMN17205614,PRJNA689321,leaf,,control
SAMN17205615,PRJNA689321,leaf,,control
SAMN17266875,PRJNA690873,leaf,,treatment
SAMN17311458,PRJNA691985,shoot,transgenic,treatment
SAMN17311459,PRJNA691985,shoot,transgenic,treatment
SAMN17349242,PRJNA692571,root,mineral poisoning,treatment
SAMN17349243,PRJNA692571,root,mineral poisoning,treatment
SAMN17349244,PRJNA692571,root,mineral poisoning,treatment
SAMN17349245,PRJNA692571,root,mineral poisoning,control
SAMN17349246,PRJNA692571,root,mineral poisoning,control
SAMN17349247,PRJNA692571,root,mineral poisoning,control
SAMN17349248,PRJNA692571,root,mineral poisoning,treatment
SAMN17349249,PRJNA692571,root,mineral poisoning,treatment
SAMN17349250,PRJNA692571,root,mineral poisoning,treatment
SAMN17349251,PRJNA692571,root,mineral poisoning,control
SAMN17349252,PRJNA692571,root,mineral poisoning,control
SAMN17349253,PRJNA692571,root,mineral poisoning,control
SAMN17360592,PRJNA692674,leaf,,control
SAMN17360593,PRJNA692674,leaf,,control
SAMN17360594,PRJNA692674,leaf,,control
SAMN17360595,PRJNA692674,leaf,,control
SAMN17360596,PRJNA692674,leaf,,control
SAMN17360597,PRJNA692674,leaf,,control
SAMN17360598,PRJNA692674,leaf,,control
SAMN17492734,PRJNA694024,leaf,,control
SAMN17492736,PRJNA694024,leaf,,control
SAMN17492737,PRJNA694024,leaf,drought,treatment
SAMN17492739,PRJNA694024,leaf,drought,treatment
SAMN17492740,PRJNA694024,leaf,nutrient poisoning,treatment
SAMN17492742,PRJNA694024,leaf,nutrient poisoning,treatment
SAMN17521697,PRJNA694374,leaf,,control
SAMN17521698,PRJNA694374,leaf,,control
SAMN17521699,PRJNA694374,leaf,drought,treatment
SAMN17521700,PRJNA694374,leaf,drought,treatment
SAMN17521701,PRJNA694374,leaf,nutrient poisoning,treatment
SAMN17521702,PRJNA694374,leaf,nutrient poisoning,treatment
SAMN17612232,PRJNA695355,seed,,control
SAMN17612233,PRJNA695355,seed,,treatment
SAMN17612234,PRJNA695355,seed,,control
SAMN17612235,PRJNA695355,seed,,treatment
SAMN17612236,PRJNA695355,seed,,treatment
SAMN17612237,PRJNA695355,seed,,treatment
SAMN17612238,PRJNA695355,seed,,treatment
SAMN17612239,PRJNA695355,seed,,control
SAMN17612240,PRJNA695355,seed,,control
SAMN17612241,PRJNA695355,seed,,control
SAMN17612242,PRJNA695355,seed,,control
SAMN17612243,PRJNA695355,seed,,control
SAMN17612244,PRJNA695355,seed,,control
SAMN17612245,PRJNA695355,seed,,control
SAMN17612246,PRJNA695355,seed,,treatment
SAMN17612247,PRJNA695355,seed,,control
SAMN17612248,PRJNA695355,seed,,treatment
SAMN17899577,PRJNA701655,leaf,transgenic,control
SAMN17976292,PRJNA702619,leaf,transgenic,control
SAMN17976293,PRJNA702619,leaf,transgenic,control
SAMN17976294,PRJNA702619,leaf,transgenic,treatment
SAMN17976295,PRJNA702619,leaf,transgenic,treatment
SAMN17976296,PRJNA702619,leaf,transgenic,control
SAMN17976297,PRJNA702619,leaf,transgenic,treatment
SAMN21359665,PRJNA706999,leaf,nutrient deficit,control
SAMN21359666,PRJNA706999,leaf,nutrient deficit,control
SAMN21359667,PRJNA706999,leaf,nutrient deficit,control
SAMN21359668,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359669,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359670,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359671,PRJNA706999,leaf,nutrient deficit,control
SAMN21359672,PRJNA706999,leaf,nutrient deficit,control
SAMN21359673,PRJNA706999,leaf,nutrient deficit,control
SAMN21359674,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359675,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359676,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359677,PRJNA706999,leaf,nutrient deficit,control
SAMN21359678,PRJNA706999,leaf,nutrient deficit,control
SAMN21359679,PRJNA706999,leaf,nutrient deficit,control
SAMN21359680,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359681,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359682,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359683,PRJNA706999,leaf,nutrient deficit,control
SAMN21359684,PRJNA706999,leaf,nutrient deficit,control
SAMN21359685,PRJNA706999,leaf,nutrient deficit,control
SAMN21359686,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359687,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359688,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359689,PRJNA706999,leaf,nutrient deficit,control
SAMN21359690,PRJNA706999,leaf,nutrient deficit,control
SAMN21359691,PRJNA706999,leaf,nutrient deficit,control
SAMN21359692,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359693,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359694,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359695,PRJNA706999,leaf,nutrient deficit,control
SAMN21359696,PRJNA706999,leaf,nutrient deficit,control
SAMN21359697,PRJNA706999,leaf,nutrient deficit,control
SAMN21359698,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359699,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359700,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359701,PRJNA706999,leaf,nutrient deficit,control
SAMN21359702,PRJNA706999,leaf,nutrient deficit,control
SAMN21359703,PRJNA706999,leaf,nutrient deficit,control
SAMN21359704,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359705,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359706,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359707,PRJNA706999,leaf,nutrient deficit,control
SAMN21359708,PRJNA706999,leaf,nutrient deficit,control
SAMN21359709,PRJNA706999,leaf,nutrient deficit,control
SAMN21359710,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359711,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359712,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359713,PRJNA706999,leaf,nutrient deficit,control
SAMN21359714,PRJNA706999,leaf,nutrient deficit,control
SAMN21359715,PRJNA706999,leaf,nutrient deficit,control
SAMN21359716,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359717,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359718,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359719,PRJNA706999,leaf,nutrient deficit,control
SAMN21359720,PRJNA706999,leaf,nutrient deficit,control
SAMN21359721,PRJNA706999,leaf,nutrient deficit,control
SAMN21359722,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359723,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359724,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359725,PRJNA706999,leaf,nutrient deficit,control
SAMN21359726,PRJNA706999,leaf,nutrient deficit,control
SAMN21359727,PRJNA706999,leaf,nutrient deficit,control
SAMN21359728,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359729,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359730,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359731,PRJNA706999,leaf,nutrient deficit,control
SAMN21359732,PRJNA706999,leaf,nutrient deficit,control
SAMN21359733,PRJNA706999,leaf,nutrient deficit,control
SAMN21359734,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359735,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359736,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359737,PRJNA706999,leaf,nutrient deficit,control
SAMN21359738,PRJNA706999,leaf,nutrient deficit,control
SAMN21359739,PRJNA706999,leaf,nutrient deficit,control
SAMN21359740,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359741,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359742,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359743,PRJNA706999,leaf,nutrient deficit,control
SAMN21359744,PRJNA706999,leaf,nutrient deficit,control
SAMN21359745,PRJNA706999,leaf,nutrient deficit,control
SAMN21359746,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359747,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359748,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359749,PRJNA706999,leaf,nutrient deficit,control
SAMN21359750,PRJNA706999,leaf,nutrient deficit,control
SAMN21359751,PRJNA706999,leaf,nutrient deficit,control
SAMN21359752,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359753,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359754,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359755,PRJNA706999,leaf,nutrient deficit,control
SAMN21359756,PRJNA706999,leaf,nutrient deficit,control
SAMN21359757,PRJNA706999,leaf,nutrient deficit,control
SAMN21359758,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359759,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359760,PRJNA706999,leaf,nutrient deficit,treatment
